tileid,parenttile_id,resourceinstance_id,imageafter2015,imageafter2015caption,imageafter2015description,sortorder,provisionaledits,nodegroup_id
02a04f32-57e8-4e51-859c-45da5620be80,None,01de2008-1b9b-41d9-821a-b1eb6693db80,/files/uploadedfiles/LAL4128_P_20201220_10.jpg,"<p>Lvahãlã Phalcā, detail of centre column base, view from E; photo by Yogesh Budathoki; 2020-12-20</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
f2a6b311-390b-48a0-994e-c0b2a0d1c117,None,01de2008-1b9b-41d9-821a-b1eb6693db80,/files/uploadedfiles/LAL4128_P_20201220_02.jpg,"<p>Lvahãlã Phalcā, view from SE; photo by Yogesh Budathoki; 2020-12-20</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
25edac2a-0e12-42b2-b283-690ad9f84682,None,01de2008-1b9b-41d9-821a-b1eb6693db80,/files/uploadedfiles/LAL4128_P_20201220_06.jpg,"<p>Lvahãlã Phalcā, courtyard with <em>caitya </em>and objects on the wall, view from SE; photo by Yogesh Budathoki; 2020-12-20</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
5ff1fd69-8bbf-4eb5-a626-cba152b961f2,None,01de2008-1b9b-41d9-821a-b1eb6693db80,/files/uploadedfiles/LAL4128_P_20201220_07.jpg,"<p>Lvahãlã Phalcā, columns, view from NE; photo by Yogesh Budathoki; 2020-12-20</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
26bc9e07-07a9-4c3c-a16c-18a696d9f32c,None,01de2008-1b9b-41d9-821a-b1eb6693db80,/files/uploadedfiles/LAL4128_P_20201220_09.jpg,"<p>Lvahãlã Phalcā, detail of centre column with capital, view from E; photo by Yogesh Budathoki; 2020-12-20</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
98e7da62-52ae-45bf-ba0a-3307eea4c600,None,01de2008-1b9b-41d9-821a-b1eb6693db80,/files/uploadedfiles/LAL4128_P_20201220_03.jpg,"<p>Lvahãlã Phalcā, Gaṇeśa Mandira and <em>phalcā</em>, view from S; photo by Yogesh Budathoki; 2020-12-20</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
6fba7d09-764d-4fd2-a0cb-819d066bfdc1,None,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_P_20210807_12.jpg,"<p>Tukaṃ Bāhāḥ Caitya, view from NE; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
ac86d8d4-fc71-4ea2-9757-e97c3985f6ab,None,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_P_20210807_10.jpg,"<p>Tukaṃ Bāhāḥ Caitya, view from N; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
ec75aee5-c941-477b-8caa-80112e8c656b,None,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_P_20210807_09.jpg,"<p>Tukaṃ Bāhāḥ Caitya, view from NW; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
beb34015-53e2-4ab0-b467-ba488d1ea504,None,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_P_20210807_11.jpg,"<p>Tukaṃ Bāhāḥ Caitya, pinnacle, view from N; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
759cf7a5-2c29-4df4-8032-ae2900810c57,None,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_P_20210807_08.jpg,"<p>Tukaṃ Bāhāḥ Caitya, close view from W; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
10384d52-6ea3-41d0-a848-c810ca862896,None,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_P_20210807_07.jpg,"<p>Tukaṃ Bāhāḥ Caitya, view from W; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
e486d8f0-5d63-4073-9790-7256400cba93,None,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_P_20210807_06.jpg,"<p>Tukaṃ Bāhāḥ Caitya, view from SW; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
0b600109-ce57-4cb7-9edd-6072d161f74e,None,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_P_20210807_02.jpg,"<p>Tukaṃ Bāhāḥ Caitya, view from E; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
ee0134bf-04c1-4926-90b9-87cc3b5aca25,None,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_P_20210807_04.jpg,"<p>Tukaṃ Bāhāḥ Caitya, view from SE; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
fa90a6ad-20c2-4ecb-af75-731d59150672,None,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_P_20210807_05.jpg,"<p>Tukaṃ Bāhāḥ Caitya, view from S; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
454bb393-85c0-4c48-85d9-ca76b9f66a1e,None,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_P_20210807_03.jpg,"<p>Tukaṃ Bāhāḥ Caitya, view of the&nbsp;pinnacle from a terrace of a private house, from E; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
060aae30-c71c-42c3-a1e3-5b97a069a43d,None,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880_P_20200804_07.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, view from NE; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
891e86cc-9f52-486d-9788-e2e669886070,None,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880_P_20200804_03.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, monastic building, view from E; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
4a73e5b7-f79c-4f44-beb2-1ec7023c6708,None,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880_P_20200804_09.jpg,"<p>Bhindyaḥ Bāhāḥ, southern view of the courtyard, view from N<big><small>; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
fdce1b93-b487-4527-b74c-6d34cc212f53,None,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880_P_20200804_04.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, entrance to the sanctum, view from E; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
b1372ce9-8d55-4e21-8a3f-1e3af1182a7f,None,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880_P_20200804_05.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, <em>toraṇa</em>, view from N; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
0161a441-d79b-4e79-b1a1-739d33e0bb60,None,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880_P_20200804_01.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, main entrance to the courtyard, view from E; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
5c4c1349-9f8e-4137-afeb-93aa64777d90,None,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880_P_20200804_06.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, view from SE; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
9c0b1fb3-6c3c-4d3d-a4ed-19ed3989475c,None,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880_P_20200804_08.jpg,"<p>Bhindyaḥ Bāhāḥ, eastern view from monastic building, view from W<big><small>; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
4db7b3dd-86e4-4057-834d-adc632bbd241,None,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880_P_20200804_10.jpg,"<p>Bhindyaḥ Bāhāḥ, northern view of the courtyard, view from S<big><small>; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
16109486-057d-4acf-adea-0fd03eb1c8d8,None,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1420_P_20181207_19_LkKeNkY.jpg,"<p>Nārāyaṇa Mandira at Kulimā, view from NW (December 2018)</p>",,0,,2a27a576-9323-11e9-84e4-0242ac120006
7fffb415-71ab-4c76-be25-ad3faa84469e,None,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1420_P_20181207_08_gEeL90r.jpg,"<p>Nārāyaṇa Mandira at Kulimā, view from NE (December 2018)</p>",,0,,2a27a576-9323-11e9-84e4-0242ac120006
7b04e4b6-068f-4679-a716-80fb2e40beee,None,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1420_P_20181207_20_CYTqbm9.jpg,"<p>Nārāyaṇa Mandira at Kulimā, view from NE (December 2018)</p>",,0,,2a27a576-9323-11e9-84e4-0242ac120006
ba41e7c6-afa5-4b1d-a558-d49873554f9e,None,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1420_P_20181206_25_j4anNXK.jpg,"<p>Nārāyaṇa Mandira at Kulimā, struts, view from N (December 2018)</p>",,0,,2a27a576-9323-11e9-84e4-0242ac120006
bade92cb-3986-4204-90f9-b9a3e3eb1eb6,None,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1420_P_20181206_09_xcvd3zZ.jpg,"<p>Nārāyaṇa Mandira at Kulimā, entrance, view from W (December 2018)</p>",,0,,2a27a576-9323-11e9-84e4-0242ac120006
fa92f961-8561-4fe7-99d1-5877b504e3ad,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_04.jpg,"<p>Neuta Phalcā, windows on the first floor, view from E; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
c0fe81e5-1223-468d-ad22-1de35099b226,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_02.jpg,"<p>Neuta Phalcā, view from SE; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
81acecfd-ca0e-425b-95e6-67669d7e10a6,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_06.jpg,"<p>Neuta Phalcā, centre column with capital, view from E; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
a890a1f9-3ff0-4970-b7bf-49e1ac59bec7,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_08.jpg,"<p>Neuta Phalcā, detail of centre column base, view from E; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
2d1e7e86-8792-47f0-b357-2c4f8b33f968,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_10.jpg,"<p>Neuta Phalcā, detail of corner column with capital and lintel, view from SE; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
cdd93135-3358-41c8-a663-8179ec0622f9,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_11.jpg,"<p>Neuta Phalcā, detail of the corner column base, view from SE; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
4d1cc3ec-d268-4355-8a33-4ec27389af4e,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_12.jpg,"<p>Neuta Phalcā, columns, view from SE; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
d4116042-2e7d-49dd-a007-f4ee5c2f1f4d,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_13.jpg,"<p>Neuta Phalcā, struts, view from SE; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
5f2ff716-1aae-4746-a477-c01cd5902762,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_03.jpg,"<p>Neuta Phalcā, view from NE; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
9d512c43-a701-4a97-83f8-267522f03a98,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_07.jpg,"<p>Neuta Phalcā, detail of centre column with capital, view from E; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
27a2c905-99bd-4d1d-aa9c-ff3b7dced690,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_14.jpg,"<p>Neuta Phalcā, damaged lintel in the southeast corner, view from SE; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
a8baebcc-60f6-4a61-89aa-204540eec85c,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_09.jpg,"<p>Neuta Phalcā, corner column with capital and lintel, view from SE; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
58b295df-1fc3-4bd6-8c22-3d8dff8dd348,None,03ab0902-61c8-4458-8eee-f23e345d9372,/files/uploadedfiles/LAL4127_P_20200828_05.jpg,"<p>Neuta Phalcā, empty niches on the wall, view from E; photo by Yogesh Budathoki; 2020-08-28</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
be45daa1-dfa3-4da0-8332-7f2d3a19ffcb,None,0426294d-ffe2-4142-b167-1e17296e6a21,/files/uploadedfiles/BKT0061_P_20210908_13.jpg,"<p>Hariśaṅkara Mandira, view from NE; photo by Yogesh Budathoki; 2021-09-08</p>
",,11,,2a27a576-9323-11e9-84e4-0242ac120006
4643319f-b76a-470e-b49b-6b749d24055c,None,0426294d-ffe2-4142-b167-1e17296e6a21,/files/uploadedfiles/BKT0061_P_20210908_12.jpg,"<p>Hariśaṅkara Mandira, view from N; photo by Yogesh Budathoki; 2021-09-08</p>
",,10,,2a27a576-9323-11e9-84e4-0242ac120006
be530eac-d632-42d5-83e7-8aa1754ea82f,None,0426294d-ffe2-4142-b167-1e17296e6a21,/files/uploadedfiles/BKT0061_P_20210908_09.jpg,"<p>Hariśaṅkara Mandira, view from SW; photo by Yogesh Budathoki; 2021-09-08</p>
",,7,,2a27a576-9323-11e9-84e4-0242ac120006
9d3d4fec-a9d4-4c03-bb19-18e15c9e84d7,None,0426294d-ffe2-4142-b167-1e17296e6a21,/files/uploadedfiles/BKT0061_P_20210908_11.jpg,"<p>Hariśaṅkara Mandira, view from SW; photo by Yogesh Budathoki; 2021-09-08</p>
",,9,,2a27a576-9323-11e9-84e4-0242ac120006
55c188af-8bd5-4edf-ab83-81b485721c99,None,0426294d-ffe2-4142-b167-1e17296e6a21,/files/uploadedfiles/BKT0061_P_20210908_10.jpg,"<p>Hariśaṅkara Mandira, view from W; photo by Yogesh Budathoki; 2021-09-08</p>
",,8,,2a27a576-9323-11e9-84e4-0242ac120006
f693af1f-33bf-4a09-b2ce-c927131304bd,None,0426294d-ffe2-4142-b167-1e17296e6a21,/files/uploadedfiles/BKT0061_P_20210908_02.jpg,"<p>Hariśaṅkara Mandira, view from E; photo by Yogesh Budathoki; 2021-09-08</p>
",,0,,2a27a576-9323-11e9-84e4-0242ac120006
6db59cc3-d5a5-47a7-a3ff-7c97ddfeb6d9,None,0426294d-ffe2-4142-b167-1e17296e6a21,/files/uploadedfiles/BKT0061_P_20210908_05.jpg,"<p>Hariśaṅkara Mandira, detail view of pavilion with entrance, view from E; photo by Yogesh Budathoki; 2021-09-08</p>
",,3,,2a27a576-9323-11e9-84e4-0242ac120006
0e41d24b-f048-4856-a94a-677e14fa0a79,None,0426294d-ffe2-4142-b167-1e17296e6a21,/files/uploadedfiles/BKT0061_P_20210908_03.jpg,"<p>Hariśaṅkara Mandira, lower view with pavilion, view from E; photo by Yogesh Budathoki; 2021-09-08</p>
",,1,,2a27a576-9323-11e9-84e4-0242ac120006
213c96fc-dd3e-444a-b12b-042aacbafaa1,None,0426294d-ffe2-4142-b167-1e17296e6a21,/files/uploadedfiles/BKT0061_P_20210908_04.jpg,"<p>Hariśaṅkara Mandira, lower view with entrance, view from E; photo by Yogesh Budathoki; 2021-09-08</p>
",,2,,2a27a576-9323-11e9-84e4-0242ac120006
af89beb9-6047-49c4-9dcf-5f754719088d,None,0426294d-ffe2-4142-b167-1e17296e6a21,/files/uploadedfiles/BKT0061_P_20210908_07.jpg,"<p>Hariśaṅkara Mandira, detail of stone pillar, view from SE; photo by Yogesh Budathoki; 2021-09-08</p>
",,5,,2a27a576-9323-11e9-84e4-0242ac120006
5f4a24e2-6e7b-4936-8c45-8f716d9387b9,None,0426294d-ffe2-4142-b167-1e17296e6a21,/files/uploadedfiles/BKT0061_P_20210908_06.jpg,"<p>Hariśaṅkara Mandira, stone pillars, view from NE; photo by Yogesh Budathoki; 2021-09-08</p>
",,4,,2a27a576-9323-11e9-84e4-0242ac120006
