tileid,parenttile_id,resourceinstance_id,Monument references,sortorder,provisionaledits,nodegroup_id
f0a9188c-c057-4562-8e62-5860f243f1ba,None,06a4360c-e5ec-11e9-b125-0242ac130002,"<p>&nbsp;</p>

<p>Bajracharya, Manik, and Axel Michaels, eds. <em>Nepālikabhūpavaṃśāvalī: History of the Kings of Nepal: A Buddhist Chronicle</em>. Vol. 1&ndash;2. 3 vols. Kathmandu: Himal Books, 2016.</p>

<p>Gutschow, Niels. <em>Architecture of the Newars: A History of Building Typologies and Details in Nepal</em>. Vol. 2. 3 vols. Chicago: Serindia Publications, 2011.</p>

<p>Maharjan, Alina. <em>Yala Dupāḥtvāḥyā Sanāḥ Guthi</em>. Lalitpur: Dupāt ṭol Sudhāra Samiti, 2016.</p>

<p>Maharjan, Nhucchẽ K. &ldquo;Dupāḥtvaḥ Capāḥyā (Guthichẽ) Pul&atilde;gu Svarupa,&rdquo; 2018.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>

<p>Vajrācārya, Dhanavajra. <em>Madhyakālakā Abhilekha</em>. Kathmandu: Nepāla ra eśiyālī anusandhāna kendra, 2056.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
f68a97c0-b465-48e9-9e1e-ae337d3bf5a1,None,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,"<p><!--?xml version=""1.0""?--><!--?xml version=""1.0""?--><!--?xml version=""1.0""?-->Bajracharya, Manik, and Axel Michaels, eds. <em>Nepālikabhūpavaṃśāvalī: History of the Kings of Nepal: A Buddhist Chronicle</em>. Vol. 1&ndash;2. 3 vols. Kathmandu: Himal Books, 2016.</p>

<p>Lamsāla, Devīprasāda, ed. <em>Bhāṣā Vamśāvalī</em>. Vol. 2. Purātattva Prakāśanamālā 38. Kathmandu: Nepal National Library, 2023.</p>

<p>Śreṣṭha, Devicandra. <em>Ratna Malla Ra Unako Samakalika Nepal Maṇḍala (NS 602-640)</em>. Kathmandu: Ārthika Nepal, 2059.</p>

<p><!--?xml version=""1.0""?-->Yogī, Devinātha, ed. <em>Devamālā Vaṃśāvalī</em>. Kathmandu: Śūraśaṃśera Ja.Ba.Rā, 2013.</p>

<p>Vajrācārya, Gautamvajra, and Maheśarāja Panta, editors. <em>Abhilekha Saṃgraha</em>. Saṃśodhana Maṇḍala, 2018.</p>

<p>Vajrācārya, Gautamvajra. <em>Hanūmānḍhokā Rājadarbāra</em>. Tribhuvana Viśvavidyālaya, 2033, https://archive.org/details/HanumanDhokaRajdurbarGautamVajraVajracharya</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
e9a79d74-bdbc-4f68-b18c-27e1a62ed858,None,0826cd5e-f3e4-11e9-a3c8-0242ac130002,"<p>Basukala, Bijay, and Niels Gutschow. &ldquo;Patan. Documentation of Phalchas and Arcaded Ground Floors.&rdquo; Patan, Nepal, 1990.</p>

<p>Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Sahayogi Press, 1985.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
f81a4e9c-c273-4070-a154-f91dd42d5baa,None,08473132-9181-44fe-8412-4d89e5dd27e4,"<p>Andolfatto, David C. 2019.&nbsp;<em>Le Pays aux Cent-Vingt-Cinq-Mille Montagnes. Etude Arch&eacute;ologique du Bassin de la Karnali (N&eacute;pal) entre le XIIe et le XVIe si&egrave;cle</em>. Paris: Sorbonne University.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
12f20c71-9f69-4202-80ac-25bd397db028,None,09670bee-ec13-11e9-b125-0242ac130002,"<p>Bajracharya, Manik, and Axel Michaels, eds.&nbsp;<em>Nepālikabhūpavaṃśāvalī: History of the Kings of Nepal: A Buddhist Chronicle</em>. Vol. 1&ndash;2. 3 vols. Kathmandu: Himal Books, 2016.</p>

<p>Gutschow, Niels.&nbsp;<em>Architecture of the Newars: A History of Building Typologies and Details in Nepal</em>. Vol. 2. 3 vols. Chicago: Serindia Publications, 2011.</p>

<p>Locke, John Kerr.&nbsp;<em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Kathmandu: Sahayogi Press, 1985.</p>

<p>Pruscha, Carl, ed.&nbsp;<em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>

<p>Śākya, Hemaraja.&nbsp;<em>Mahābuddha Mandira: Saṃkṣipta Itihāsa</em>. Lalitpur: Cakrarāja Śākya and friends, VS 2045.</p>

<p>Śākya, Hemarāja.&nbsp;<em>Śivadevasaṃskārita Rudravarṇa Mahāvihāra Chagū Adhyayana</em>. Lalitpur: 2538th Buddha Jayantī Samāroha Samiti, 1994.</p>

<p>&nbsp;</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
88e74a3d-2b1a-4def-afcd-22cc4715fcf6,None,099d312a-d5a9-40b1-9144-91b28545912d,"<p>&nbsp;</p>

<p>Andolfatto, David C.&nbsp;<em>Le Pays aux Cent-Vingt-Cinq-Mille Montagnes. Etude Arch&eacute;ologique du Bassin de la Karnali (N&eacute;pal) entre le XIIe et le XVIe si&egrave;cle</em>. Paris: Sorbonne University, 2019.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
f07d0294-3bfb-4db9-9d2b-4c3519f7dd92,None,09adaf39-4932-4356-b6d1-3cce3af16e82,"<p>Andolfatto, David C. 2019.&nbsp;<em>Le Pays aux Cent-Vingt-Cinq-Mille Montagnes. Etude Arch&eacute;ologique du Bassin de la Karnali (N&eacute;pal) entre le XIIe et le XVIe si&egrave;cle</em>. Paris: Sorbonne Universit&eacute;.</p>

<p>Pokharel, Bishwo K. C. 2011.&nbsp;<em>Kīrtikhamba</em>. Kathmandu:&nbsp;Prakāśka.</p>

<p>Sharma, P. R. 1972.&nbsp;<em>Preliminary Study of the Art and Architecture of the Karnali Basin, West Nepal.</em>&nbsp;Paris: CNRS.</p>

<p>Sharma, Dilli Raj. 2012.&nbsp;<em>Heritage of Western Nepal. Art and Architecture</em>. Kathmandu:&nbsp;Centre for Nepal and Asian Studies.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
8ed5f725-ba1e-4cb1-886d-635289ab0e19,None,0a5850e6-17f9-11ea-b9b1-0242ac130002,"<p>Khanal, Sandhyā. <em>Kāṭhamāṇḍau Upatyakākā Ḍhuṅgedhārāharūko Adhyayan (Phd Thesis)</em>. Kirtipur: Tribhuvan University, 2068.</p>

<p><!--?xml version=""1.0""?--></p>

<p>Śākya, Buddhācārya. <em>Buṅgadyaḥ</em>. Patan: Pūrṇacandra Śarmā, n.d.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
b307a480-4243-49e3-a35d-7034644caf71,None,0aa65aef-7a50-4942-9e17-f6e077dbb14a,"<p>Andolfatto, David C.&nbsp;<em>Le Pays aux Cent-Vingt-Cinq-Mille Montagnes. Etude Arch&eacute;ologique du Bassin de la Karnali (N&eacute;pal) entre le XIIe et le XVIe si&egrave;cle</em>. Paris: Sorbonne University, 2019.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
4430c663-8740-4cb2-9637-7a137a1cde05,None,0b26d633-56f8-4872-859c-76d7f7c0677d,"<p><!--?xml version=""1.0""?-->Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Kathmandu: Sahayogi Press, 1985. https://archive.org/details/BuddhistMonasteriesOfNepalSurveyOfBahasAndBahisOfKathmanduValleyByJohnK.Locke.</p>

<p>Gutschow, Niels, and Hemraj Shakya. &ldquo;The Monasteries (Bāhā and Bahī) of Patan: A Contribution towards the Cultural Topography of a Newar Town.&rdquo; <em>Journal of the Nepal Research Centre</em> 4 (1980): 161&ndash;74.</p>

<p>Śākya, Rabison. &ldquo;Yala Bhāṣkaravarṇa Vihārayā NS 776 Ya Śilāpatra Chagū Adhyayana.&rdquo; <em>Nakiṃjhyāḥ</em> 1, no. 8 (NS 1122): 2.</p>

<p>Sinclair, Iain. &ldquo;Hymns and Mantras Used in a Buddhist Procession of Lalitpur.&rdquo; <em>Paleswā̃ (Journal of Lotus Research Centre)</em> 26 (2010): 25&ndash;42.</p>

<p>Vajrācārya, Dhanavajra. <em>Madhyakālakā Abhilekha</em>. Kathmandu: Nepāla ra Eśiyālī Anusandhāna Kendra, 2056.</p>

<p>&nbsp;</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
4ee76310-5592-4fc4-bada-f72fb4b1545b,None,0b6871b6-44e1-45f4-9074-005d6e68a28e,"<p><!--?xml version=""1.0""?-->Herdick, Reinhard. <em>Kirtipur - Stadtgestalt Prinzipien der Raumordnung und gesellschaftliche Funktionen einer Newar-Stadt</em>. Germany: Weltforum Verlag, 1988.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
79ade057-a3a8-46a9-ad5e-cf2debd6240b,None,0b875a50-e754-11e9-b125-0242ac130002,"<p>Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Sahayogi Press, 1985.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
cc78b9b4-747d-49ff-a1e3-f160b36f686b,None,0be328fe-020b-11ea-a389-0242ac130002,"<p>Padma Sundar Maharjan and Sabina Tandukar. <em>Jātrā route and its connection with the public open spaces and monuments. A socio-cultural mapping of Sunāguthi, a historical settlement in Lalitapura. </em>Unpublished Report, Khwopa Engineering College, Bhaktapur (c. 2018)</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
eb929f7d-313b-4bde-9608-020c36ad96be,None,0c6b269c-e676-11e9-8bc4-0242ac130002,"<p><!--?xml version=""1.0""?--></p>

<p>Bajracharya, Manik, and Axel Michaels, eds. <em>Nepālikabhūpavaṃśāvalī: History of the Kings of Nepal: A Buddhist Chronicle</em>. Vol. 1&ndash;2. 3 vols. Kathmandu: Himal Books, 2016.</p>

<p>Panta, Mahesa Rājaj. &ldquo;Yoganarendra Mallako Rājyābhiṣekako Lāgi Ṭipieko Karmakāṇḍasambandhī Ṭipoṭa.&rdquo; <em>Purṇimā</em>, no. 48 (VS 2037): 19&ndash;23.</p>

<p>Weiler, Katharina. &ldquo;&quot;The Restauration of South Maṇimaṇḍapa, Patan Darbār Square &ndash; An Annotated on-Site Report, 24 March to 16 April 2016&rdquo;.&rdquo; In <em>Nepal, Patan Darbar, Earthquake Response Campaign &ndash; Documentation of Work to Date</em>, edited by KVPT, 256&ndash;63. Patan: Kathmandu Valley Preservation Trust, 2016.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
94aadaa5-f69f-4b99-99be-fc913c8c4ac3,None,0cb251ee-3005-42d3-bc37-fe6cfbb30747,"<p><!--?xml version=""1.0""?-->Gutschow, Niels. <em>The Nepalese Caitya: 1500 Years of Buddhist Votive Architecture in the Kathmandu Valley</em>. Monograph Series / Lumbini International Research Institute 1. Stuttgart, London: Menges, 1997.</p>

<p><!--?xml version=""1.0""?-->Shokoohy, Mehard, Natalie H. Shokoohy, and Śukra Ś. Śreṣṭha. <em>Street Shrines of Kirtipur, Nepal: As Long as the Sun and Moon Endure</em>. London: Araxus Books, 2014.</p>

<p><!--?xml version=""1.0""?--></p>

<p>Śukrasāgara, Śreṣṭha. <em>Kīrtipurko Sāṃskritika r Purātāttvika Itihāsa</em>. Kirtipur: Center for Nepal and Asian Studies, 2057.</p>
<!--?xml version=""1.0""?-->

<p>Vajrācārya, Dhanavajra. <em>Madhyakālakā Abhilekha</em>. Kathmandu: Nepāla ra Eśiyālī Anusandhāna Kendra, 2056.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
92e7014f-cd67-44ab-a36b-87889a861241,None,0cbfabb8-e699-11e9-b125-0242ac130002,"<p><!--?xml version=""1.0""?-->Gutschow, Niels. <em>Architecture of the Newars: A History of Building Typologies and Details in Nepal</em>. Vol. 2. 3 vols. Chicago: Serindia Publications, 2011.</p>

<p><!--?xml version=""1.0""?-->Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Sahayogi Press, 1985.</p>

<p><!--?xml version=""1.0""?-->Pruscha, Carl, editor. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. 1st and 2nd, vol. 1, Anton Schroll, Vajra Publications (reprint), 1975.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
8cdcafe6-4c56-4acf-aec8-10bf17f35640,None,0d3c9626-fa37-11e9-8649-0242ac130002,"<p><!--?xml version=""1.0""?-->Basukala, Bijay, and Niels Gutschow. <em>Inventory of Arcaded Platforms Phalcā</em>. NHDP Heidelberg University - Saraf Foundation for Himalayan Traditions and Culture - Department of Archaeology, 2018.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
65091272-0435-4efb-980e-b9d5e327f322,None,0d480c66-3e6d-11ea-b44d-0242ac130006,"<p>Khanal, Sandhyā. <em>Kāṭhamāṇḍau Upatyakākā Ḍhuṅgedhārāharūko Adhyayan (Phd Thesis)</em>. Kirtipur: Tribhuvan University, 2068.</p>

<p>Lalitpur Sub-Metropolitan City. &ldquo;The Stone Spouts of Lalitpur Sub-Metropolitan City.&rdquo; Lalitpur: Lalitpur Sub-Metropolitan City, 2007.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
816775f9-ebd5-4b49-aa8d-81ee20293bd3,None,0d6f474f-c0fe-456c-8b09-c85c8f15ed9f,"<p><!--?xml version=""1.0""?--><em>Ugracaṇḍīmāi lāyāyā Abhilekha</em>. Lalitpur: Tāmarākāra Kuladevatā Ugracaṇḍī Māī Saṃrakṣaṇa Samiti, 2071.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
ceb8391d-f129-4bf4-90e4-a6c9a6d5ec79,None,0fb3ffc0-395f-42e9-bece-bba42a1c530b,"<p><!--?xml version=""1.0""?--><!--?xml version=""1.0""?-->Dowman, Keith. &ldquo;A Buddhist Guide to the Power Places of the Kathmandu Valley.&rdquo; <em>Kailash</em> VIII, no. 3&ndash;4 (1981): 183&ndash;291.</p>

<p>Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Kathmandu: Sahayogi Press, 1985. https://archive.org/details/BuddhistMonasteriesOfNepalSurveyOfBahasAndBahisOfKathmanduValleyByJohnK.Locke.</p>

<p><!--?xml version=""1.0""?-->Petech, Luciano. <em>Mediaeval History of Nepal</em>. Roma: Instituto Italiano per il Medio ed Estremo Oriente, 1984.</p>

<p><!--?xml version=""1.0""?--></p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>

<p><!--?xml version=""1.0""?-->Śākya, Hemrāja. <em>Samyak Māhādāna Guthi</em>. Kathmandu: Jagatdhara Tulādhara, 2036.</p>
<!--?xml version=""1.0""?-->

<p>Vajrācārya, Dhanavajra. &ldquo;Śaktiśālī Bhāradāra Rāmavarddhanahrū Ra Tātkālika Nepal.&rdquo; <em>Pūrṇimā</em>, no. 7 (VS 2022): 12&ndash;36.</p>

<p><!--?xml version=""1.0""?--></p>

<p>Vajrācārya, Dhanavajra. <em>Purvamadhyakālakā Abhilekha</em>. Kathmandu, 2068.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
0d38136a-b31c-4be9-9498-d275c24f6530,None,10afc076-5274-4ad9-9023-94b8c25893aa,"<p>Locke, John Kerr.&nbsp;<em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Sahayogi Press, 1985, p. 64.&nbsp;</p>

<p>Pruscha, Carl, editor.&nbsp;<em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Anton Schroll, 1975.</p>

<p><!--?xml version=""1.0""?-->Śākya, Mīn Bahadur, and Śāntaharṣa Vajrācārya, eds. <em>Svayaṃbhū Purāṇa</em>. Lalitpur: Nagarjuna Institute of Exact Methods, 1121. https://drive.google.com/file/d/1d4FpM8xiQVr1AkEaEjgugUIrRvgCPB67/view?usp=sharing.</p>

<p><!--?xml version=""1.0""?-->Vajrācārya, Ratnakājī, and Vijaya Ratna Vajrācārya. <em>Nepāḥ Deḥyā Vihārayā Tāḥcā</em>. Kathmandu: Ratnakājī Vajrācārya and Vijaya Ratna Vajrācārya, 1103. https://archive.org/details/NepaaDeyaViharyaTaachaaRatnaKajiVajracharyaVijayaRatnaVajracharya_201712.</p>

<p><!--?xml version=""1.0""?-->Vajrācārya, Ratnakājī. <em>Yẽ Deyā Caitya Vivaraṇātmaka Adhyayana</em>. Lalitpur: Nepālmaṇḍalyā Bauddha Saṃskriti Sammelan Āyojaka Samiti, 1119.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
aedac05a-459e-49e9-8b0e-054f7117421e,None,1176053e-eb54-11e9-8bc4-0242ac130002,,0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
