tileid,parenttile_id,resourceinstance_id,primaryimagedescription,primaryimagecaption,primaryimagefile,sortorder,provisionaledits,nodegroup_id
a06f1f57-f08e-435b-8ef6-f581def5947a,None,04e62546-0b04-41d7-9651-12189c45e5c6,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" style=""height:19px; width:52px"" /><br />
If not otherwise stated, all images and texts in this folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are also stored in <strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"" target=""_blank"">heidICON</a></strong>, the object and multimedia database of Heidelberg University. (Type the ID-number or key words in the first line and click the search field.) You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Saṅkaṭā Ilānani, view from East; photo by Rishi Amatya; 2020-08-01</p>
",/files/uploadedfiles/LAL1090_P_20200801_01.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
3a1d269d-faa2-4422-8156-ce6d8582e6fb,None,054498ec-d633-11e9-beea-0242ac140006,"<p>Please note: All visuals of this monument folder and more are also stored in heidICON, the object and multimedia database of Heidelberg University: <strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp/systematik/LAL1100"" target=""_blank"">https://heidicon.ub.uni-heidelberg.de/pool/nhdp/systematik/LAL1100</a></strong>. You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Micchu Bāhāḥ, view from N (August 2019)</p>
",/files/uploadedfiles/LAL1100_P_20190822_01.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
e8520a05-29fb-47ff-b915-b614fc4f30b7,None,05e2a35c-e8d5-11e9-8bc4-0242ac130002,,"<p>Nṛtyeśvara Mandira&nbsp;, view from N</p>
",/files/uploadedfiles/LAL0910_P_20181119_03.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
a28df28e-a5a8-4657-8473-309dfb750add,None,0687a32c-e7e8-11e9-8bc4-0242ac130002,,"<p>Nugaḥ Phalcā 3,&nbsp;view from NW (May 2019)</p>
",/files/uploadedfiles/LAL4045_P_20190521_04.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
368ead7e-bb20-4857-9709-0c82b685f38c,None,068cb560-e748-11e9-b125-0242ac130002,,"<p>Thyākā Bāhāḥ, Khāchẽ, main shrine, view from SE (July 2019)</p>
",/files/uploadedfiles/LAL0901_P_20190717_01_c4waQq5.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
26fcc056-b2a8-4199-b864-1a241aef4cdd,None,06a4360c-e5ec-11e9-b125-0242ac130002,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" style=""height:19px; width:52px"" /><br />
If not otherwise stated, all images and texts in this monument folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in <strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"" target=""_blank"">heidICON</a></strong>, the object and multimedia database of Heidelberg University. (Type the ID-number or key words in the first line and click the search field.) You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Dupāt&nbsp;Capāḥ&nbsp;building, view from SE; photo by Rajendra Shakya; 2015-07-18</p>
",/files/uploadedfiles/LAL4076_P_20150718_08.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
3f98d580-12fd-4e91-b477-dc7505b23765,None,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" style=""height:19px; width:52px"" /><br />
If not otherwise stated, all images and texts in this monument folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in <strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"" target=""_blank"">heidICON</a></strong>, the object and multimedia database of Heidelberg University. (Type the ID-number or key words in the first line and click the search field.) You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Bhīmasena Mandira, view from E; photo by Rishi Amatya; 2021-04-04</p>
",/files/uploadedfiles/KAT0920 _P_20210404_01.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
02651bb3-9eb0-4468-962f-487f013223cb,None,0706813a-e81d-11e9-8bc4-0242ac130002,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" /><br />
If not otherwise stated, all images and texts in this monument folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in&nbsp;<strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"" target=""_blank"">heidICON</a></strong>, the object and multimedia database of Heidelberg University. (Type the ID-number or key words in the first line and click the search field.) You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Bhelāchẽ Phalcā, view from SE; photo by Bijay Basukala; 2018-12-04</p>
",/files/uploadedfiles/LAL4146_P_20181204_01.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
0b91b271-d0c9-4361-994e-d0204f8fabdd,None,0826cd5e-f3e4-11e9-a3c8-0242ac130002,"<p>Please note: All visuals of this monument folder and more are also stored in heidICON, the object and multimedia database of Heidelberg University: <strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp/systematik/LAL0260"" target=""_blank"">https://heidicon.ub.uni-heidelberg.de/pool/nhdp/systematik/LAL0260</a></strong>. You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Jena Bāhāḥ, courtyard, view from NW (September 2019)&nbsp;</p>",/files/uploadedfiles/LAL0260_P_20190907_02.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
eeb069ca-1987-4ac7-87fc-3bc1de33200a,None,08473132-9181-44fe-8412-4d89e5dd27e4,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://lh3.googleusercontent.com/xXzTwylZHIVdlNqijkiOXyeiVV1iz7GHGTxUAlrI7m2oHAmF6crMHJq-2W-TFC5Zveqai86TU_P05eTyRqWaJXkau6bUBZh4GiHd5yGse3OSqv_3FAx8AyKOrRrBc_9NuczLsQEi48ZqkS6jUA"" />If not otherwise stated, all images and texts in this folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in&nbsp;<a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"">heidICON</a>, the object and multimedia database of Heidelberg University (type the ID-number or key words in the first line and click the search field). You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Uttaragaṅgā&nbsp;Pillar, view from east; photo by David C. Andolfatto; 2014-09-21</p>
",/files/uploadedfiles/SRK0041_H_20140921_01.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
95eb084d-b8ac-4e0c-8012-80bd39875d0d,None,09670bee-ec13-11e9-b125-0242ac130002,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" style=""height:19px; width:52px"" /><br />
If not otherwise stated, all images and texts in this monument folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in <strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"" target=""_blank"">heidICON</a></strong>, the object and multimedia database of Heidelberg University. (Type the ID-number or key words in the first line and click the search field.) You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Ubāhāḥ Bahī, view from W; photo by Nashib Kafle; 2019-02-15</p>
",/files/uploadedfiles/LAL2280_P_20190215_01.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
f3675d97-582d-472d-813d-e0b4800c6279,None,099d312a-d5a9-40b1-9144-91b28545912d,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://lh3.googleusercontent.com/xXzTwylZHIVdlNqijkiOXyeiVV1iz7GHGTxUAlrI7m2oHAmF6crMHJq-2W-TFC5Zveqai86TU_P05eTyRqWaJXkau6bUBZh4GiHd5yGse3OSqv_3FAx8AyKOrRrBc_9NuczLsQEi48ZqkS6jUA"" style=""height:19px; width:55px"" />If not otherwise stated, all images and texts in this folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in <a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"">heidICON</a>, the object and multimedia database of Heidelberg University (type the ID-number or key words in the first line and click the search field). You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Koligāũ Fountain, view from SW; photo by David C. Andolfatto; 2016-10-03</p>
",/files/uploadedfiles/KLK0180_P_20161003.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
31b6b974-2a45-422d-8166-803a09292a22,None,09adaf39-4932-4356-b6d1-3cce3af16e82,"<p>&nbsp;</p>

<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://lh3.googleusercontent.com/xXzTwylZHIVdlNqijkiOXyeiVV1iz7GHGTxUAlrI7m2oHAmF6crMHJq-2W-TFC5Zveqai86TU_P05eTyRqWaJXkau6bUBZh4GiHd5yGse3OSqv_3FAx8AyKOrRrBc_9NuczLsQEi48ZqkS6jUA"" /></p>

<p>If not otherwise stated, all images and texts in this folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in&nbsp;<a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"">heidICON</a>, the object and multimedia database of Heidelberg University (type the ID-number or key words in the first line and click the search field). You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Bhurtī Ekledevala 2, view from south; photo by David C. Andolfatto; 2014-09-24</p>
",/files/uploadedfiles/DLK0011_H_20140924_01.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
60df9ca9-6ade-4c3d-ab9a-e46cefc0023d,None,09cff614-e084-49eb-9fd7-7e4eb20cd37d,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" /><br />
If not otherwise stated, all images and texts in this monument folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in&nbsp;<strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"" target=""_blank"">heidICON</a></strong>, the object and multimedia database of Heidelberg University. (Type the ID-number or key words in the first line and click the search field.) You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Vīra Vināyaka Mandira, view from E, photo by Pankaj Nakarmi; 2021-06-05</p>
",/files/uploadedfiles/BAL0006_P_20210605_01.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
a8e7a66c-bd93-4d4e-9e82-9efe5fd7489f,None,0a5850e6-17f9-11ea-b9b1-0242ac130002,,"<p>Hiti, view from W (December 2019)</p>
",/files/uploadedfiles/BUN0007_P_20191213_02.JPG,0,,2ed570f8-9323-11e9-bee1-0242ac120006
c8fbdb4e-ec40-4cd5-a79e-915d9662fdb8,None,0aa65aef-7a50-4942-9e17-f6e077dbb14a,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://lh3.googleusercontent.com/xXzTwylZHIVdlNqijkiOXyeiVV1iz7GHGTxUAlrI7m2oHAmF6crMHJq-2W-TFC5Zveqai86TU_P05eTyRqWaJXkau6bUBZh4GiHd5yGse3OSqv_3FAx8AyKOrRrBc_9NuczLsQEi48ZqkS6jUA"" style=""height:19px; width:55px"" /></p>

<p>If not otherwise stated, all images and texts in this folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in <a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"">heidICON</a>, the object and multimedia database of Heidelberg University (type the ID-number or key words in the first line and click the search field). You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Kālikā Mālikā Mandira, view from SE; photo by David C. Andolfatto; 2014-09-07</p>
",/files/uploadedfiles/MUG0010_H_20140907.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
46736a28-fecf-4710-8aaf-da241e84607e,None,0b26d633-56f8-4872-859c-76d7f7c0677d,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" /><br />
If not otherwise stated, all images and texts in this monument folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in&nbsp;<strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"" target=""_blank"">heidICON</a></strong>, the object and multimedia database of Heidelberg University. (Type the ID-number or key words in the first line and click the search field.) You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Unaca Bhājubala Bāhāḥ, view from SW; photo by Yogesh Budathoki; 2021-07-20</p>
",/files/uploadedfiles/LAL0861_P_20210720_06.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
7c3c25af-78b0-4b81-8bf1-596a35075c46,None,0b6871b6-44e1-45f4-9074-005d6e68a28e,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" /><br />
If not otherwise stated, all images and texts in this monument folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in&nbsp;<strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"" target=""_blank"">heidICON</a></strong>, the object and multimedia database of Heidelberg University. (Type the ID-number or key words in the first line and click the search field.) You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Ārīthāy Ināy Phalcā, view from W; photo by Yogesh Budathoki; 2021-04-13</p>
",/files/uploadedfiles/KIR4021_P_20210413_01.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
e20eb583-1fb7-4845-8c8b-1bad01714181,None,0b875a50-e754-11e9-b125-0242ac130002,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" style=""height:19px; width:52px"" /><br />
If not otherwise stated, all images and texts in this monument folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in <strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"" target=""_blank"">heidICON</a></strong>, the object and multimedia database of Heidelberg University. (Type the ID-number or key words in the first line and click the search field.) You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Śaṅkhadhara Bāhāḥ, view from W; photo by Nashib Kafle; 2019-03-08</p>
",/files/uploadedfiles/LAL1700_P_20190308_03.JPG,0,,2ed570f8-9323-11e9-bee1-0242ac120006
dc97a03c-3a68-4fda-ad69-6e1af34796b1,None,0bb01539-043b-4538-a59f-132ef7bd578d,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://lh3.googleusercontent.com/xXzTwylZHIVdlNqijkiOXyeiVV1iz7GHGTxUAlrI7m2oHAmF6crMHJq-2W-TFC5Zveqai86TU_P05eTyRqWaJXkau6bUBZh4GiHd5yGse3OSqv_3FAx8AyKOrRrBc_9NuczLsQEi48ZqkS6jUA"" style=""height:19px; width:55px"" />If not otherwise stated, all images and texts in this folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in <a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"">heidICON</a>, the object and multimedia database of Heidelberg University (type the ID-number or key words in the first line and click the search field). You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Lekhagāũ Pillar, view from north-east; photo by David C. Andolfatto; 2014-09-22</p>
",/files/uploadedfiles/SRK0070_H_20140922_01.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
89f6eff1-e2a3-429b-b81e-64e43c8c782d,None,0be328fe-020b-11ea-a389-0242ac130002,,"<p>Dampāchẽ Phalcā, view from NE (October 2019)</p>
",/files/uploadedfiles/SUN4011_P_20191017_17.JPG,0,,2ed570f8-9323-11e9-bee1-0242ac120006
055219b5-f3c5-4bca-a930-9a3ef591e252,None,0c6b269c-e676-11e9-8bc4-0242ac130002,,"<p>Maṇimaṇḍapa North, view from E&nbsp;(December 2018)</p>
",/files/uploadedfiles/LAL1361_P_20181116_01.JPG,0,,2ed570f8-9323-11e9-bee1-0242ac120006
41f19d81-10be-4911-8c5e-db6acd6c9298,None,0cb251ee-3005-42d3-bc37-fe6cfbb30747,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" /><br />
If not otherwise stated, all images and texts in this monument folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in&nbsp;<strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"" target=""_blank"">heidICON</a></strong>, the object and multimedia database of Heidelberg University. (Type the ID-number or key words in the first line and click the search field.) You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Ichẽ Śikharakūṭa Caitya, view from SW; photo by Yogesh Budathoki; 2021-04-30</p>
",/files/uploadedfiles/KIR0072_P_20210430_02.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
395e0a93-24b8-4ad8-ad8e-513f312f2fda,None,0cbfabb8-e699-11e9-b125-0242ac130002,"<p><img alt=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" src=""https://danam.cats.uni-heidelberg.de/media/img/sai_copyright.png"" /><br />
If not otherwise stated, all images and texts in this monument folder are published under Creative Commons Attribution 4.0 License (CC BY-SA 4.0), and the copyright lies with NHDP. All visuals of this monument folder and more are (or will be) also stored in&nbsp;<strong><a href=""https://heidicon.ub.uni-heidelberg.de/pool/nhdp_monuments"" target=""_blank"">heidICON</a></strong>, the object and multimedia database of Heidelberg University. (Type the ID-number or key words in the first line and click the search field.) You will also find the initial report there. The latest report will always be available in DANAM (this page).</p>
","<p>Nhāyk&atilde; Bahī, front fa&ccedil;ade facing E; photo by Nashib Kafle; 2018-10-30&nbsp;</p>
",/files/uploadedfiles/LAL0140_P-20181030_01_bmYqnr9.jpg,0,,2ed570f8-9323-11e9-bee1-0242ac120006
