tileid,parenttile_id,resourceinstance_id,Eventreferenceimagefile,Eventreferenceimagecaption,Eventreferenceimagedescription,sortorder,provisionaledits,nodegroup_id
f4e581c7-aa18-4315-af65-b5bf9b887d9d,8d3ab283-e39e-49ce-990f-9bb2c5f1468e,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_I_001_20210807.jpg,"<p>Tukaṃ Bāhāḥ Caitya, stone inscription affixed to the north-western side of the Caitya from NS 734, view from NW; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
65ef2360-355c-4710-a5ed-9e67b64a7bea,06aa6514-20be-4ecf-9399-76fd270e42b7,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_I_003_20210807.jpg,"<p>Tukaṃ Bāhāḥ Caitya, inscription on the Dharmadhātujinālaya Caitya from VS 2020, view from W; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
22126085-8050-40b1-a81c-28a6608846a1,bb00e75a-ba22-4c79-a328-fa645c365bd5,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,/files/uploadedfiles/KAT0820_I_004_20210807.jpg,"<p>Tukaṃ Bāhāḥ Caitya, inscription affixed to the north-western side of the Caitya from VS 2060, view from NW; photo by Yogesh Budathoki; 2021-08-07</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
e72b1ca4-3600-4561-814c-82bed1aadf7e,91b36b52-db3f-4d40-a1ef-797f4e488ed3,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880-003_I_20200804_03.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, inscription on Dharmadhātu Maṇḍala from NS 1090, pt. 3, view from W; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
9485620c-14a0-4d3c-8fc2-4e675a4893c5,91b36b52-db3f-4d40-a1ef-797f4e488ed3,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880-003_I_20200804_02.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, inscription on Dharmadhātu Maṇḍala from NS 1090, pt. 2, view from W; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
cc6c9e81-1a01-4a38-8258-1ad3a7aff315,91b36b52-db3f-4d40-a1ef-797f4e488ed3,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880-003_I_20200804_07.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, inscription on Dharmadhātu Maṇḍala from NS 1090, pt. 7, view from W; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
8c5e71d0-288f-4092-a116-8d68151cde28,91b36b52-db3f-4d40-a1ef-797f4e488ed3,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880-003_I_20200804_08.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, inscription on Dharmadhātu Maṇḍala from NS 1090, pt. 8, view from W; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
db884e89-7f02-43a7-ac0b-689e99111342,91b36b52-db3f-4d40-a1ef-797f4e488ed3,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880-003_I_20200804_01.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, inscription on Dharmadhātu Maṇḍala from NS 1090, pt. 1, view from W; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
fe284698-98a1-4ade-a932-bf9c2ecd48ce,91b36b52-db3f-4d40-a1ef-797f4e488ed3,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880-003_I_20200804_04.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, inscription on Dharmadhātu Maṇḍala from NS 1090, pt. 4, view from W; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
37fd3588-bdd9-4ac4-8e97-078d04bc0a7d,91b36b52-db3f-4d40-a1ef-797f4e488ed3,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880-003_I_20200804_06.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, inscription on Dharmadhātu Maṇḍala from NS 1090, pt. 6, view from W; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
5d442953-49cd-4825-b2e1-fcf868faa5e4,91b36b52-db3f-4d40-a1ef-797f4e488ed3,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880-003_I_20200804_05.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, inscription on Dharmadhātu Maṇḍala from NS 1090, pt. 5, view from W; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
e7d12be5-343c-4a9d-81d6-2423d70d3213,227a6030-b8b6-4854-a343-8e09358ee2c1,02509f50-336d-423f-ac40-60dffc2d905c,/files/uploadedfiles/LAL1880-002_I_20200804_01.jpg,"<p><big><small>Bhindyaḥ Bāhāḥ, marble inscription from VS 2069, view from E; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
0fef1051-3500-4d67-a03f-219ce2e6a6b8,0909981f-c0e2-4f61-a82e-63fb9db05439,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1420_I_20181206_07.jpg,"<p>Nārāyaṇa Mandira at Kulimā, inscription from&nbsp;VS 2073 (2017 CE), pt. 3 (December 2018)</p>",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
d1035509-9e54-46be-b25f-9b49a5b96f76,0909981f-c0e2-4f61-a82e-63fb9db05439,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1420_I_20181206_05_UTz7ACP.jpg,"<p>Nārāyaṇa Mandira at Kulimā, inscription from&nbsp;VS 2073 (2017 CE), pt. 1 (December 2018)</p>",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
7a56bb0a-00ff-4cc0-a7be-883509ffd4e2,0909981f-c0e2-4f61-a82e-63fb9db05439,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1420_I_20181206_06.jpg,"<p>Nārāyaṇa Mandira at Kulimā, inscription from&nbsp;VS 2073 (2017 CE), pt. 2 (December 2018)</p>",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
88ee50f5-a3b4-458c-af1d-2cad602230a7,026f8741-b896-4c7a-bb78-aa3ef11ab316,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1420_I_20181206_03_gDiVn9h.jpg,"<p>Nārāyaṇa Mandira at Kulimā, inscription from CE 1997 (December 2018)</p>",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
2f0c2636-9822-4951-bd8c-f8f17db44cba,318cba0e-6a72-48de-9ab1-d8b468c93c4c,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1420_I_20181206_02_Ki0ZUGS.jpg,"<p>Nārāyaṇa Mandira at Kulimā, inscription from&nbsp;VS 2056 (2000 CE) (December 2018)</p>",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
47914401-189f-42b6-aade-89ca95b09ed4,707dac60-7f18-4835-8515-187119e99a2a,04e62546-0b04-41d7-9651-12189c45e5c6,/files/uploadedfiles/LAL1090_I_20200730_02.jpg,"<p>Saṅkaṭā Ilānani, inscription from NS 1070 (1950) CE, view from E; photo by Rishi Amatya; 2020-07-30</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
31ea08cf-1ce1-4a52-b56a-768be8a20a8d,5b893c33-4082-4345-be33-fd1ddc56ddda,04e62546-0b04-41d7-9651-12189c45e5c6,/files/uploadedfiles/LAL1090_I_20200730_03.jpg,"<p>Saṅkaṭā Ilānani, inscription from&nbsp;NS 1111 (1990 CE), view from N; photo by Rishi Amatya; 2020-07-30</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
9f604b2a-ba2b-43ff-93b8-43822c24e8e6,6389c656-7a24-4c73-a9e9-554aed08f272,04e62546-0b04-41d7-9651-12189c45e5c6,/files/uploadedfiles/LAL1090_I_20200730_01.jpg,"<p>Saṅkaṭā Ilānani,&nbsp;inscription from&nbsp;NS 819 (1699 CE), view from E; photo by Rishi Amatya; 2020-07-30</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
1f5ce540-3dc6-44dd-aa6d-62671c0f257b,a24e35a2-f325-4181-81e4-bb33f8112660,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100-002_I_20190822_03.jpg,"<p>Micchu Bāhāḥ, stone inscription from NS 781, view from E (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
1789d5ed-4266-4509-87a7-9f22547d6b7d,ab8db5da-3e96-44f2-91a1-b3491ae85e9d,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100-001_I_20190822_04.jpg,"<p>Micchu Bāhāḥ, inscription on the <em>dharmadhātu maṇḍala</em> from NS 1035, pt. 4, view from SW (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
d1dd39d2-3290-47f5-9a75-9f7dc4cf1551,f2932c42-3409-49d7-9f37-7ae2727031a5,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100-003_I_20190822_03.jpg,"<p>Micchu Bāhāḥ, inscription on the <em>dharmadhātu maṇḍala</em> from NS 1066, pt. 3, view from N (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
3963559b-baa6-4a34-aa11-099b91e41360,f2932c42-3409-49d7-9f37-7ae2727031a5,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100-003_I_20190822_01.jpg,"<p>Michu Bāhāḥ, inscription of NS 1066 (1946 CE), Pt. 1; photo by Yogesh Budathoki; 2019-08-22</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
0568300a-6cf3-4d5c-8979-a9c37eab5e9f,f2932c42-3409-49d7-9f37-7ae2727031a5,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100-003_I_20190822_02.jpg,"<p>Micchu Bāhāḥ, inscription on the <em>dharmadhātu maṇḍala</em>&nbsp;from NS 1066, pt. 2, view from NE (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
576766ea-ba0f-4f79-8ca8-a3939b3e33da,e4befb27-849f-4df0-9b70-67797d107637,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100_I_20190822_04.jpg,"<p>Micchu Bāhāḥ, stone inscription from NS 1102, view from N (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
284fa2fa-172d-4ca3-8cbc-3adfbab13ab8,f573867c-d0bb-472c-8f5b-f0b416342a11,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100-002_I_20190822_03.jpg,"<p>Micchu Bāhāḥ, stone inscription from NS 809, view from E (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
3f5f1f6a-7d8b-452b-abac-ef4425478c5e,034905cc-c0a6-440f-a703-652230594df0,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100-002_I_20190822_01.jpg,"<p>Micchu Bāhāḥ, stone inscription from NS 807, view from E (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
e6f96f10-c477-4373-b888-7924d1ac8bb7,96185ddc-3cec-4edc-94a9-054828d6913c,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100_I_20190822_02.jpg,"<p>Micchu Bāhāḥ, stone inscription from NS 996, view from E (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
8850cba3-0199-427d-b888-cfb9b8153499,fe1697a2-b76d-4c1a-b3a4-9489cfeff13a,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100_I_20190822_01.jpg,"<p>Micchu Bāhāḥ, stone inscription from NS 840, view from N (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
0317b02b-7e8b-481f-8d62-52c7e3986e6b,555679c3-811d-4f8b-b4a6-939f4be51e54,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100-002_I_20190822_02.jpg,"<p>Micchu Bāhāḥ, stone inscription from NS 1037, view from E (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
d1aed45d-11da-4922-9114-6f4e993d02de,ab8db5da-3e96-44f2-91a1-b3491ae85e9d,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100-001_I_20190822_02.jpg,"<p>Micchu Bāhāḥ, inscription on the <em>dharmadhātu maṇḍala</em> from NS 1035, pt. 2, view from N (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
920ea3bc-9f5f-478d-a4ea-c4ec2db14ac6,ab8db5da-3e96-44f2-91a1-b3491ae85e9d,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100-001_I_20190822_01.jpg,"<p>Micchu Bāhāḥ, inscription on the <em>dharmadhātu maṇḍala&nbsp;</em>from NS 1035, pt. 1, view from E (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
03656832-fa7c-4b96-8a3e-559df5b7f169,ab8db5da-3e96-44f2-91a1-b3491ae85e9d,054498ec-d633-11e9-beea-0242ac140006,/files/uploadedfiles/LAL1100-001_I_20190822_03.jpg,"<p>Micchu Bāhāḥ, inscription on the <em>dharmadhātu maṇḍala</em> from NS 1035, pt. 3, view from W (August 2019)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
2046985c-c796-432e-abed-ec8cb0df8d06,7e1fb2d8-7a1b-4aa4-b69b-2e69bca63aec,05e2a35c-e8d5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0910_I_20200601_02.jpg,"<p>Nṛityeśvara Mandira, second part of the inscription on the bell from NS 918, view from NS (June 2020)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
6779123a-1fe1-4ef5-b50e-cce060276300,7e1fb2d8-7a1b-4aa4-b69b-2e69bca63aec,05e2a35c-e8d5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0910_I_20200601_01.jpg,"<p>Nṛityeśvara Mandira, first part of the inscription on the bell from NS 918, view from NE (June 2020)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
be63735c-7c2b-466e-81bd-3bbb29951204,16d06e78-79cc-4c32-a8e9-819e96af7fe2,05e2a35c-e8d5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0910_I_20181119_02_SCxvg2n.jpg,"<p>Nrityesvara Mandira, inscription from NS 787, view from N (November 2018)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
8de28a3d-20c6-4c67-bc50-af775115ea98,f41f0666-afe5-4f97-928a-3f2b893cb208,05e2a35c-e8d5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0910_I_20181119_06.jpg,"<p>Nṛityeśvara Mandira, inscription, view from N&nbsp;(November 2018)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
29f971ae-6e35-47a7-997f-d5029ba63e33,07dce498-3b8d-41d1-9449-1f0f83230f60,05e2a35c-e8d5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0910_I_20181119_07.jpg,"<p>Nṛityeśvara Mandira, emmbossed inscription on bell shapped roof from VS 1998, view from NW (November 2018)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
816effb8-d8be-4852-a270-06b3d0af94f5,e58b0838-c0fb-420d-8e39-32d8bad8e22e,05e2a35c-e8d5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0910_I_20181119_01.jpg,"<p>Nṛityeśvara Mandira, inscription from VS 1990, from W (November 2018)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
5895d595-66a4-4bb7-89bd-19293721322d,45047241-2e15-4d77-854e-4bbf7af3263e,05e2a35c-e8d5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0910_I_20181119_04.jpg,"<p>Nṛtyeśvara Mandira,inscription of NS 939 (November 2018)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
1ca6e352-1cbb-4ec0-ae9a-343d5d97b29d,45047241-2e15-4d77-854e-4bbf7af3263e,05e2a35c-e8d5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0910_I_20181119_03.jpg,"<p>Nṛityeśvara Mandira, inscription from NS 939,view from W (November 2018)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
e173c29a-4edb-4485-b595-28dea1cd9430,b56e1097-ca84-4c32-9f9a-56adde393b00,05e2a35c-e8d5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0910_I_20181119_05.jpg,"<p>Nṛityeśvara Mandira, inscription from NS 80?, view from W (November 2018)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
ddd45099-9640-4fea-81ce-20e2a8d3e0d1,b2122059-a193-46d5-8ab1-871c6f516732,05e2a35c-e8d5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0910_I_20200601_03.jpg,"<p>Nṛityeśvara Mandira, stone inscription on the beam from NS 830, view from W (June 2020)</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
b613c25f-8145-4eb2-928a-5ed902c72db3,794d33a3-07ad-445a-8158-08ef76b5f5d4,06a4360c-e5ec-11e9-b125-0242ac130002,/files/uploadedfiles/LAL4076_I_20150718_03.jpg,"<p>Dupat Capāḥ, unreadable inscription, view from S; photo by Rajendra Shakya; 2015-07-18</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
8e111018-db3c-4ceb-9a6d-1e2818d6b1fb,73185739-9637-4afd-8553-05b0bea7aa12,06a4360c-e5ec-11e9-b125-0242ac130002,/files/uploadedfiles/LAL4076_I_20150718_05.jpg,"<p>Dupat Capāḥ, inscription from NS 822, view from S; photo by Rajendra Shakya; 2015-07-18</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
03cf4674-38da-46b0-ba1d-52e6ebb66888,9470c129-0672-4423-8b4f-ac53211e3c0e,06a4360c-e5ec-11e9-b125-0242ac130002,/files/uploadedfiles/LAL4076_I_20150718_07.jpg,"<p>Dupat Capāḥ, inscription from NS 828, view from S; photo by Rajendra Shakya; 2015-07-18</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
17ec2b8e-db1a-40dc-b1b2-6fe532707a49,eb64b50a-171c-45b0-9bd0-bb9eb7b95296,06a4360c-e5ec-11e9-b125-0242ac130002,/files/uploadedfiles/LAL4076_I_20150718_04.jpg,"<p>Dupat Capāḥ, inscription from NS 883, view from S; photo by Rajendra Shakya; 2015-07-18</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
80c8a771-13dc-45b6-ace2-9e972d4d56c7,0d504cfb-2600-4bbe-afb5-5db6f94d0214,06a4360c-e5ec-11e9-b125-0242ac130002,/files/uploadedfiles/LAL4076_I_20150718_02.jpg,"<p>Dupat Capāḥ, inscription from NS 790, view from S; photo by Rajendra Shakya; 2015-07-18</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
5b855b34-42d8-4739-a137-388fff743fc4,f10c1b37-915c-40b7-9d9d-a739224f16e6,06a4360c-e5ec-11e9-b125-0242ac130002,/files/uploadedfiles/LAL4076_I_20151108_01.jpg,"<p>Dupat&nbsp;Capāḥ, inscription from&nbsp;NS 994, view from W; photo by Alina Maharjan; 2015-11-08; courtesy of Alina Maharjan; free access &ndash; no reuse; source: Alina <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/alina/titleCreatorYear/items/RR4D39XW/item-list"" target=""_blank""><strong>Maharjan</strong></a>, <em>Yala Dupāḥtvāḥyā Sanāḥ Guthi</em>, 2016, 7</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
8cd5a584-21d5-4fd6-8f93-d29b9dbd6f1d,d118cd59-be56-4704-a035-f60b83ef22db,06a4360c-e5ec-11e9-b125-0242ac130002,/files/uploadedfiles/LAL4076_I_20150718_01.jpg,"<p>Dupat Capāḥ, unreadable inscription, view from S; photo by Rajendra Shakya; 2015-07-18</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
4cdaa338-648b-4e5b-b77a-74a4fda060ff,e29a862c-d3c7-4c69-82a3-d712654e7c4b,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,/files/uploadedfiles/KAT0920 _I_20210404_03.jpg,"<p>Bhīmasena Mandira, undated inscription on the Jalaharyoparijinālaṅkṛta Caitya (KAT0920-006), view from W; photo by Rishi Amatya; 2021-04-04</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
d02ef7e3-97c3-420a-8501-d44d0268d34b,3ca3d824-fcc9-45a3-9bb8-d7804cee710b,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,/files/uploadedfiles/KAT0920 Bhimsen Mandira copperplate inscription NS 660.jpg,"<p>Facsimile of the copperplate inscription from NS 660</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
f72f1bdf-47fb-44ca-96ed-fb7c2735a02d,8a65a618-bbf2-4d00-a5ce-aca596e4eb36,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,/files/uploadedfiles/KAT0920 Bhimsen Mandira copperplate inscription NS 660.jpg,"<p>Facsimile of the copperplate inscription from NS 660</p>
",,0,,1151dc6e-c330-11e9-9bd7-0242ac140003
