tileid,parenttile_id,resourceinstance_id,monument assessment ,monument other threats,monument identified threats,sortorder,provisionaledits,nodegroup_id
a51d2393-5716-46bf-9abf-d3cc9c21269b,None,0b875a50-e754-11e9-b125-0242ac130002,"Heavily damaged (collapsed, demolished, major cracks and structural damages)",,"Encroachment ,Wall cracks",0,,30409102-9323-11e9-abc0-0242ac120006
2097d465-8f5b-42b1-933a-97c9ba2aa1dd,None,0bb01539-043b-4538-a59f-132ef7bd578d,Surface damages,"<p>The pillar seems to be frequently used for sharpening metal tools. In the long term this practice will cause further erosion and damaging of the artefact.</p>
",Erosion,0,,30409102-9323-11e9-abc0-0242ac120006
0c9158cd-9ad8-4d14-8217-331e96c77c0a,None,0be328fe-020b-11ea-a389-0242ac130002,"Good (very few light surface damages, renovated or repaired)",,Road widening,0,,30409102-9323-11e9-abc0-0242ac120006
f3ba72c7-c133-4fcc-866f-7f23261984ba,None,0c6b269c-e676-11e9-8bc4-0242ac130002,"Good (very few light surface damages, renovated or repaired)","<p>Renovated</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
6a33ac4f-c99c-461d-a600-d431ac29005f,None,0cb251ee-3005-42d3-bc37-fe6cfbb30747,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
f2a840b5-f438-4c14-ace5-93b75a868bbe,None,0cbfabb8-e699-11e9-b125-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)","<p>The north-eastern corner of the bahī has been encroached upon by a residential building (see architectural drawing). The south-western corner is being rented by external parties on both the ground and the first floor, which has changed the architectural ambience of the bahī. The shops on the eastern ground floor of the bahī affect its original ambience.</p>
",Encroachment ,0,,30409102-9323-11e9-abc0-0242ac120006
55411ddb-bbb6-43ff-9323-c3c8c4a0a95b,None,0d3c9626-fa37-11e9-8649-0242ac130002,Demolition/Dismantling,,,0,,30409102-9323-11e9-abc0-0242ac120006
c2044c0b-8ea6-448e-b0d5-fe36fdef81e2,None,0d480c66-3e6d-11ea-b44d-0242ac130006,"Good (very few light surface damages, renovated or repaired),Repaired ",,Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
6637edb5-f53a-4bc3-87b9-3a83c3f4d050,None,0d6f474f-c0fe-456c-8b09-c85c8f15ed9f,Other,"<p>The&nbsp;Phalcā was built new in 2005.</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
25a216ff-4d6c-48ef-b439-293fcf32af45,None,0fb3ffc0-395f-42e9-bece-bba42a1c530b,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
17d19ce2-57ef-472b-910d-2a97f753eac1,None,109ab54a-e9a3-11e9-8bc4-0242ac130002,Rebuilt,"<p>The <em>dhahmā </em>is heavily damaged.</p>
",Encroachment ,0,,30409102-9323-11e9-abc0-0242ac120006
52dffa6e-06ad-415a-92b1-89ecdd98feac,None,10afc076-5274-4ad9-9023-94b8c25893aa,Rebuilt,"<p>The site seems to be recenlty and entirely reconstructed, making&nbsp;it difficult to assume how the monument originaly looked like.</p>
",Other,0,,30409102-9323-11e9-abc0-0242ac120006
f9844331-ebff-40c7-9cc3-b4556681f821,None,1165bb2e-eb1e-11e9-8bc4-0242ac130002,"Heavily damaged (collapsed, demolished, major cracks and structural damages)","<p>The Phalcā is very badly damaged and neglected. The rent paid by&nbsp;the shops does not seem to have been invested in its restoration.</p>
","Encroachment ,Water damages",0,,30409102-9323-11e9-abc0-0242ac120006
8ba8e5e6-d95b-4055-a7e0-7e8cde5fb35e,None,1176053e-eb54-11e9-8bc4-0242ac130002,"Heavily damaged (collapsed, demolished, major cracks and structural damages)","<p>Because of the damage the earthquakes&nbsp;caused&nbsp;to neighbouring houses, the Bhindyaḥlāchi Phalcā is also damaged. Cracks in its southern wall led to&nbsp;its reconstruction in 2019.</p>
","Erosion,Wall cracks",0,,30409102-9323-11e9-abc0-0242ac120006
f8b2030d-0de9-4eed-87c6-d0481bad6bbf,None,1279d314-220a-4acb-9622-67d050fc75db,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)","<p>The fountain is largely overgrown, which, in the long term may cause damages to the general structure.</p>

<p>Given the proximity of the fountain with the motorable road coming from Dailekh-Narayan, road activities (pollution, dumping of stones, soil erosion, etc.) may present a threat to the monument&#39;s conservation.</p>
","Road widening,Erosion,Plants",0,,30409102-9323-11e9-abc0-0242ac120006
14920c97-70c5-45b9-8016-5e3eb899b013,None,12c555ec-ea9c-11e9-8bc4-0242ac130002,"Repaired ,Good (very few light surface damages, renovated or repaired)","<p>The Phalcā was renovated in 2014 and is in a good shape. If the governments&#39; plans to widen the road&nbsp;are realised, the Phalcā will be in a vulnerable position and may end up&nbsp;being removed. One of the rooms used for rituals is now used&nbsp;by a youth club for fitness training.&nbsp;</p>
","Road widening,Encroachment ",0,,30409102-9323-11e9-abc0-0242ac120006
e28039da-342a-46ce-9792-092ea1f139d6,None,12d828f2-e4f7-11e9-8bc4-0242ac130002,"Heavily damaged (collapsed, demolished, major cracks and structural damages),Collapsed",,"Water damages,Erosion",0,,30409102-9323-11e9-abc0-0242ac120006
7b8efb20-03f7-4af9-8bbb-e97732ae5610,None,12e25456-4bce-11ea-91df-0242ac130006,"Good (very few light surface damages, renovated or repaired)",,Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
81fece26-a5f9-476e-a027-d749e0a56f59,None,12f3faf5-d915-4a52-a73d-f19bd71e411a,Rebuilt,,,0,,30409102-9323-11e9-abc0-0242ac120006
11d081b6-4b7f-422c-a47d-3f020bfe6cc1,None,138e0452-8e6c-4b68-8410-b5263da353a8,"Rebuilt,Restored","<p>The temple was in a very good condition when it was surveyed in 2014.</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
7fa6ba03-2ba0-4810-a0c2-d61736a51897,None,13b0e238-70ba-11ea-b99f-0242ac130006,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,Wall cracks,0,,30409102-9323-11e9-abc0-0242ac120006
9de97f5b-ec2d-4782-a2b2-33a4c218a67f,None,1414a11c-d6a1-46df-9667-8793239be9dd,"Good (very few light surface damages, renovated or repaired)","<p>The partial burrying of the monuments provides a substantial protection to the lower wall sections.</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
f4065b56-a53c-4cb1-9bb3-63d4999437ac,None,141efef8-74ca-11ea-b4b6-0242ac130006,"Heavily damaged (collapsed, demolished, major cracks and structural damages)","<p>The Sataḥ is in a dilapidated state due to neglect and damage suffered in the 2015 earthquake.</p>
","Wall cracks,Erosion",0,,30409102-9323-11e9-abc0-0242ac120006
0ef870b7-e73b-4db6-833b-e3191314b3f9,None,143332de-342b-4f52-92ac-dd1b5accd1ea,Surface damages,"<p>A stone block is missing from the temple&#39;s pediment.</p>

<p>The fountain is overgrown by vegetation, which may cause the displacement of stone blocks.</p>
","Plants,Erosion",0,,30409102-9323-11e9-abc0-0242ac120006
86154828-56da-4bb0-9d7a-17a0f82e86c0,None,143b3eaf-9561-4dbe-8f57-5b84756b8865,"Surface damages,Restored","<p>In 2003 CE, the building was professionally restored by the Kathmandu Valley Preservation Trust (KVPT) and it appears to be structurally sound. However, raising damp has damaged the ground floor masonry and facing <em>dāci apā</em> brick.</p>

<p>Recently, all historic edge stones from the plinths of the <em>āgaṃchẽ</em>, the caityas, and the private houses were removed and &quot;cut to size&quot; with a diamond saw. This has effectively ruined the traditional appearance of the Bāhāḥ.</p>
","Water damages,Wall cracks,Erosion,Missing stones at plinths",0,,30409102-9323-11e9-abc0-0242ac120006
38a6c563-3c3a-4e5e-9dde-43e354569c49,None,147f9da8-5a54-438d-b51e-1d473f23b374,Rebuilt,,,0,,30409102-9323-11e9-abc0-0242ac120006
99d5147a-6ad1-4463-b5bc-a613bb2c7569,None,14b65b9e-1869-4c2a-b0d4-d013efe48da0,Rebuilt,,,0,,30409102-9323-11e9-abc0-0242ac120006
2953e886-1529-44a5-9b0c-b75eea1389ac,None,14cbeef4-f646-11e9-a3c8-0242ac130002,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
6447ca55-1fe6-44b8-8825-99f2da232e30,None,15217304-e6a8-11e9-b125-0242ac130002,"Good (very few light surface damages, renovated or repaired)",,Encroachment ,0,,30409102-9323-11e9-abc0-0242ac120006
5446a8e6-b68f-4305-b8d9-dc1ba1f7c436,None,154297b7-c1ca-4eca-813e-774c28a7f805,"Restored,Rebuilt",,Other,0,,30409102-9323-11e9-abc0-0242ac120006
09439b35-b5b2-45e7-90e9-389a22d46a10,None,15613d2a-e91b-11e9-b125-0242ac130002,"Heavily damaged (collapsed, demolished, major cracks and structural damages)",,"Plants,Encroachment ",0,,30409102-9323-11e9-abc0-0242ac120006
a4c32b00-cf43-4839-b59c-336eb1dba381,None,15a0ed8d-f812-482f-98fc-a61b6704b12f,"Good (very few light surface damages, renovated or repaired),Restored",,"Encroachment ,Missing stones at plinths",0,,30409102-9323-11e9-abc0-0242ac120006
8521cd4f-af72-4d00-aba7-c8a8f7a77ec6,None,15acbf64-e9a4-11e9-b125-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,"Water damages,Wall cracks",0,,30409102-9323-11e9-abc0-0242ac120006
55a5e03c-1d34-487f-a681-2c7081abd6bc,None,15d6cfa0-0cb8-4616-8eed-9219ddbb76e3,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,"Road widening,Encroachment ",0,,30409102-9323-11e9-abc0-0242ac120006
8a194e4e-9c95-4a93-a65c-cadaa44f22e1,None,160dcc4f-6d81-421d-9eda-0fb8d248513c,Restored,,"Water damages,Erosion",0,,30409102-9323-11e9-abc0-0242ac120006
03c9d176-d8c3-457b-b690-64ebf4f75468,None,16f8b0dc-e9b1-11e9-8bc4-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,"Wall cracks,Water damages,Plants",0,,30409102-9323-11e9-abc0-0242ac120006
8368e1cb-df62-485e-b03b-574e60b12faf,None,170a68d0-e68d-11e9-b125-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,"Encroachment ,Plants,Water damages",0,,30409102-9323-11e9-abc0-0242ac120006
f8566e99-68b5-48c7-85c2-0a70f97e323a,None,1724e57b-b911-48c1-ab87-68c43a852a64,"Good (very few light surface damages, renovated or repaired)","<p>This monument was not affected by the earthquake in 2015.&nbsp;It is currently being used as a sweet shop, and&nbsp;in good conditions except for the slight damage due to dampness in the wall facing the back.</p>
","Erosion,Road widening",0,,30409102-9323-11e9-abc0-0242ac120006
17030279-ed08-455a-b4e5-c6e97274ce05,None,1772bbc6-e73f-11e9-8bc4-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)","<p>Bird droppings</p>
","Other,Water damages",0,,30409102-9323-11e9-abc0-0242ac120006
47a9a691-6f51-47d9-bbca-089609b032c9,None,178fd214-e67d-11e9-8bc4-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
b717ead3-6252-45bd-a7d2-01135f34929f,None,1798db32-ecce-11e9-8bc4-0242ac130002,"Rebuilt,Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)","<p>Altered due to new constructions</p>
","Encroachment ,Water damages",0,,30409102-9323-11e9-abc0-0242ac120006
57e40c0f-3d05-4131-879d-f183fa889feb,None,18f9e792-3138-11ea-b242-0242ac130002,Repaired ,,"Water damages,Wall cracks",0,,30409102-9323-11e9-abc0-0242ac120006
be53b9dc-25dc-4bb6-9d5c-a6af03b72590,None,1914bb16-0362-11ea-a389-0242ac130002,"Good (very few light surface damages, renovated or repaired)","<p>The Pukhula Phalcā was badly damaged during the 2015 earthquakes (see monument images after 2015).</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
547ad1f0-2725-42ca-b35a-2e03a7e554ea,None,1a039922-09eb-11ea-8a1c-0242ac130002,"Restored,Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths),Demolition/Dismantling,Surface damages,Good (very few light surface damages, renovated or repaired)","<p>Broken/damaged columns (e.g. to the east). More than half&nbsp;of the frieze carvings on top of the pillars have been stolen. The carvings along the southern and the western side represent a very rare depiction of the Hindu epic Mahābhārata.</p>

<p>The building was dismantled in 1992 and rebuilt in 1993 with a&nbsp;reduced width&nbsp;due to road widening.</p>
","Other,Wall cracks,Road widening",0,,30409102-9323-11e9-abc0-0242ac120006
d1601f90-a207-4d7b-8e7c-5e10bebb2b4d,None,1a0a8ea8-eff1-11e9-a3c8-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,Wall cracks,0,,30409102-9323-11e9-abc0-0242ac120006
62b5375b-fe30-40db-8c01-447801628d2c,None,1a16c05c-ee04-4441-a90c-a9177408fb98,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths),Surface damages","<p>The monuments are completely abandoned. The towers are covered by lychen. Besides this and the slight displacement of the southern temple&#39;s left doorjamb, the monuments were in a good state of conservation at the time of their assessment.&nbsp;</p>
","Plants,Water damages,Erosion",0,,30409102-9323-11e9-abc0-0242ac120006
1a2fb814-78da-11ea-a71c-0242ac130006,None,1a1afb9a-78da-11ea-a71c-0242ac130006,Restored,,,0,,30409102-9323-11e9-abc0-0242ac120006
7acb9562-38c0-4140-bd4e-a8dfa9a1ceab,None,1a5335da-e755-11e9-b125-0242ac130002,"Repaired ,Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
81bb27f4-8d4c-4e63-8bdf-bf7ee7625c80,None,1a7f3f24-ec12-11e9-8bc4-0242ac130002,"Good (very few light surface damages, renovated or repaired)",,Encroachment ,0,,30409102-9323-11e9-abc0-0242ac120006
e853f26c-5149-4607-b75b-4027f720b650,None,1aadfb0c-34ff-4498-897c-8fe5259f197d,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths),Surface damages","<p>The pillar was in a good state of conservation when it was assessed in 2014. A large&nbsp;<em>Ōṃ&nbsp;</em>was painted in green on it. The proximity of dwellings, and the&nbsp;inherent human activites may, in the long term, affect the integrity of the&nbsp;pillar.</p>
","Other,Erosion",0,,30409102-9323-11e9-abc0-0242ac120006
8bc68661-1d4e-4863-87a5-1cdf3a89a183,None,1b0a5033-a1ca-4049-8d6f-d1c7b243eabe,Rebuilt,,,0,,30409102-9323-11e9-abc0-0242ac120006
f946aa37-3087-41e9-a551-f0cf76f18409,None,1b800023-3ea3-48df-b4ac-c2fae7966360,"Rebuilt,Good (very few light surface damages, renovated or repaired)","<p>At least the upper section of the monument was recently rebuilt.&nbsp;Cement was used as mortar in the tower section and a new stone platform was made. It was in a fair condition when&nbsp;surveyed in 2014.</p>
",Erosion,0,,30409102-9323-11e9-abc0-0242ac120006
9879dd49-c302-49b0-9e34-2ea4f73c8ab2,None,1c2db54a-e68f-11e9-b125-0242ac130002,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
6424da00-5848-4df4-9cce-160bbd7d250c,None,1cfe28d3-c6cb-4d26-8f94-f3e189e7a502,"Good (very few light surface damages, renovated or repaired),Repaired ","<p>The building is protected by a recently installed metal roof. However, due to water logging, the foundations of the north-western wall have been weakend and severe settlement of the north-western section of the building are noticable.</p>

<p>Proper drainage of surface water is urgently needed.</p>
",Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
34688f45-2e52-4968-a4ba-77fee916e2ca,None,1d95833c-6cbe-4f96-be3c-fad253fe5f27,"Good (very few light surface damages, renovated or repaired),Rebuilt","<p>The temples were in a fair condition when they were surveyed in 2014.</p>
",Erosion,0,,30409102-9323-11e9-abc0-0242ac120006
d52f51b2-f3e0-405a-839e-c88056e765e0,None,1dd2eee2-de1b-48ee-948f-2b2e337b8188,"Heavily damaged (collapsed, demolished, major cracks and structural damages),Demolition/Dismantling,Collapsed","<p>Monuments of this site&nbsp;have all collapsed for various reasons.</p>

<p>The erosion of the hill is a continuous threat to the site&#39;s integrity. This process weakens the foundations of the structures built near or directly on the hill&#39;s slopes.</p>

<p>It is most likely that the site was at some point used as a quarry by nearby villagers.</p>

<p>The tower (DDL0180-004) is the most vulnerable structure, with the north-eastern and north-western walls showing craks.&nbsp;</p>
","Other,Water damages,Wall cracks,Plants,Missing stones at plinths,Erosion",0,,30409102-9323-11e9-abc0-0242ac120006
67bff133-9b5e-448d-8129-65bb4c6f403e,None,1e2335a0-f62a-11e9-a3c8-0242ac130002,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
806c515c-28d8-4b8e-9d0e-8269c7cc6b28,None,1e4bfd8c-dc8a-11e9-81a8-0242ac140006,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
6ce71099-9a2f-4425-b40e-1b21df001265,None,1fd94780-2644-42d6-bae5-74e6bdfa2abc,"Rebuilt,Restored",,,0,,30409102-9323-11e9-abc0-0242ac120006
859d28b2-0063-490d-9591-6a97a50b6376,None,204170f8-e23a-4811-a8c3-aa77b9a792c6,Rebuilt,,,0,,30409102-9323-11e9-abc0-0242ac120006
768c0887-1cc9-48e4-acaa-c7233b45f283,None,2070b496-e729-11e9-8bc4-0242ac130002,"Good (very few light surface damages, renovated or repaired)",,"Road widening,Water damages",0,,30409102-9323-11e9-abc0-0242ac120006
287a156f-6958-4069-a3de-bb97c876a97f,None,20787244-8ee5-11ea-bd59-0242ac130005,Repaired ,,Other,0,,30409102-9323-11e9-abc0-0242ac120006
fd91b9cc-25b5-4834-b79e-409d2fd100f5,None,20b9cf3e-f33e-11e9-a3c8-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,"Water damages,Wall cracks",0,,30409102-9323-11e9-abc0-0242ac120006
f43436be-bac8-4a76-9227-d1074632273d,None,217154c2-e99f-11e9-b125-0242ac130002,"Repaired ,Rebuilt","<p>Inappropriate haphazard construction</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
67e398d2-72d8-4189-8dcc-bea43e8aea63,None,21b56e2d-d3ff-4ce6-94cc-d5b85fb8a31e,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,"Wall cracks,Missing stones at plinths,Erosion",0,,30409102-9323-11e9-abc0-0242ac120006
361c8c3f-2f1e-4954-af91-6343790b8b2e,None,21c324c0-e763-11e9-8bc4-0242ac130002,,"<p>The heavy concrete pitched roof might destroy the structure should another earthquake occur.</p>
",Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
c4cf71ad-43ad-49ad-8b64-cc262c828e70,None,222a5a4a-e1ef-4af0-afc9-bae7bd03d3ce,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
92b7c0fc-15c7-4c02-acf8-33f5cbe75c12,None,224ae916-e8e2-11e9-8bc4-0242ac130002,Rebuilt,,"Encroachment ,Water damages",0,,30409102-9323-11e9-abc0-0242ac120006
6ff1a557-00a4-4899-81cc-99078056a53b,None,2284154e-efcf-11e9-8649-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,Encroachment ,0,,30409102-9323-11e9-abc0-0242ac120006
9c5aeee3-10de-44c1-aa13-14c9e13d06f2,None,2298db0e-2225-11ea-b9b1-0242ac130002,Other,"<p>As of November 2019, Gaṇeśa Phalcā 1 is under construction. At the end of 2019, only the timber columns had been erected, as well as the lintel beams and joists.</p>
",Other,0,,30409102-9323-11e9-abc0-0242ac120006
503ca4f9-3bca-453d-81c7-76fd0ee0353b,None,229c34d8-428d-11ea-b44d-0242ac130006,"Heavily damaged (collapsed, demolished, major cracks and structural damages)","<p>The Caitya&nbsp;is missing its original&nbsp;base. It has been&nbsp;placed on a brick and cement pedestal that does not&nbsp;match its historic design. The stone finial is now fragmented and lying on top of the dome.</p>
","Erosion,Missing stones at plinths,Encroachment ",0,,30409102-9323-11e9-abc0-0242ac120006
f00d9f76-3686-4144-a180-0612ff679cab,None,229dc17a-452d-4986-bf4a-4e56326009f8,Rebuilt,,,0,,30409102-9323-11e9-abc0-0242ac120006
1ccb0fc4-310f-4d85-88bd-df2e1a293bb4,None,2306e890-198f-11ea-b74e-0242ac130002,Rebuilt,,,0,,30409102-9323-11e9-abc0-0242ac120006
e213953a-ed52-444c-8777-06242503b146,None,234a903c-e5e0-11e9-b125-0242ac130002,Other,<p>Renovated</p>,"Termites,Road widening,Encroachment ",0,,30409102-9323-11e9-abc0-0242ac120006
4f9b65dc-8763-4ffb-be97-dd80c0faf395,None,238d55d1-f5f6-43c4-841f-2fbd871d60f4,"Rebuilt,Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
