tileid,parenttile_id,resourceinstance_id,objectimagedescription,objectimagecaption,objectimage,sortorder,provisionaledits,nodegroup_id
e2a40a6c-33d8-4ad0-a8e1-94f437c7f159,5746b59b-27a8-44fa-a024-ef59863e3eee,01610bbc-5297-47cf-9164-9fa4f72a15a8,,"<p>Mātakhyaḥ Śikharakūṭa Caitya, Śivaliṅga (A) with Nandī&nbsp;on the eastern part of the courtyard, view from NE; photo by Yogesh Budathoki; 2021-08-02</p>
",/files/uploadedfiles/KIR0013-008_P_20210802_03.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
44aa6d02-34c4-47e4-b717-bea883c16a8c,a02e8c83-3b6b-4ec3-903d-42e2c8b54db2,01610bbc-5297-47cf-9164-9fa4f72a15a8,,"<p>Mātakhyaḥ Śikharakūṭa Caitya, Dharmadhātu Maṇḍala on the eastern part of the courtyard, view from S; photo by Yogesh Budathoki; 2021-08-02</p>
",/files/uploadedfiles/KIR0013-007_P_20210802_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
a42007b1-2ff2-4bbb-9007-3d29bd56f645,babf0d8a-b052-4c47-a42c-47d28e0cc2d5,01c33990-cd66-4e1e-8d92-e3fb8e2ab5ee,,"<p>Nārāyaṇa Mandira, wide view of the sanctum, view from W; photo by Yogesh Budathoki; 2021-06-26</p>
",/files/uploadedfiles/LAL2500-001_P_20210626_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
994b5a2e-f539-4abf-ab0b-228cb84d9776,b050b8dc-0dbe-4b6e-b9e5-f97af509d2c8,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, <em>vajra </em>shrine attached to the south-western side of the Caitya, view from SW; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-007_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
5c3ceba2-3e75-4d6e-87ba-7839a867fd24,ff54794f-4fec-4897-ab66-8e11525c72f6,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Māyādevī shrine attached to the south-western side of the Caitya, view from SW; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-006_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
a897dfd4-b8df-4fd0-90e7-b5c6b7dcd1b3,41b4ba8c-d80d-4da4-a161-1ee5792a4bd2,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Vairocana shrine attached to&nbsp;the south-eastern side&nbsp;of the Caitya, view from SW; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-002_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
8f5cd3f9-0988-4088-bab7-0e94ba87333d,0d81c03a-0c83-4ae6-a615-ed4c23b467ff,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Akṣobhya shrine attached to the&nbsp;eastern side of the Caitya, view from E; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-001_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
6a5dbbe5-8c3d-4023-8cec-f48623d7f9d5,cb67ede6-93e1-4243-ba30-2f031561cfe3,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Śāntipura, view from NE; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-022_P_20210807_03.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
8ba490b9-a216-4131-9b96-14b1fe6a48fa,bfef4c84-d1a5-465b-aaf6-2997158b35c4,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Dharmadhātujinālaya Caitya, view from SW; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-014_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
13c2a1ea-11fc-48d3-8afa-e7b77703bcba,0312bde4-7804-47d5-bdec-ea664ee87703,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Amitābha shrine attached to the north-eastern side of the Caitya, view from NE; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-012_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
f7175b13-e39a-416d-8ea9-55a4de2997c4,48835a64-e318-4ac3-9e4d-31217501ac07,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Amitābha shrine attached to the western side of the Caitya, view from W; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-008_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
0b0b9003-2f9a-45b0-971a-cfa8c33e05f1,cb67ede6-93e1-4243-ba30-2f031561cfe3,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, <em>kalaśa </em>flanked by Gaṇeśa and Kumāra on the bottom of the Śāntipura shrine, view from W; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-022_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
d6c5abd2-6a23-4382-8c66-86035090a2cd,253c507f-dde4-47cc-ad37-11866f4167d6,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, <em>vajra </em>and other figures on&nbsp;the western plinth of the Caitya, view from W; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-017_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
aef5c941-4a3e-4d2e-a9dd-c01294c50ece,dc46a85d-a10a-4eb1-a88d-db57b0b753f4,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Dharmadhātujinālaya Caitya, view from W; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-016_P_20210807_03.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
bc834254-1347-4aef-8fce-5f8f261a350b,dc46a85d-a10a-4eb1-a88d-db57b0b753f4,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Dharmadhātujinālaya Caitya, view from SW; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-016_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
888f8473-c403-47ac-b0e2-603a852bf7f1,c1c6f9d2-319b-4d30-97df-406ad0f9d720,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Pa&ntilde;cāvalīyukta Caitya, view from E; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-015_P_20210807_03.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
b0baa20a-7bf9-49a1-b6dd-ec0a4e1c9310,c1c6f9d2-319b-4d30-97df-406ad0f9d720,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Pa&ntilde;cāvalīyukta Caitya, view from SE; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-015_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
5fb1ff7a-f66a-4de3-b284-dbeb3a2b79cf,b3f2ce6d-851a-472a-9eb7-76685d4c7614,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, <em>ratna</em> shrine attached to the north-eastern side of the Caitya, view from NE; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-011_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
23bd9c55-376f-40bd-ab89-b3a9a0c98647,4d015b18-756b-47f1-862c-4cec8c983f42,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Amoghasiddhi shrine attached to the northern side of the Caitya, view from N; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-010_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
3dd5130a-a1aa-41ef-af89-bf667be81418,5ba1af6e-6b57-4e32-a1b9-c999b0ad3771,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, padma shrine attached to&nbsp;the north-western side of the Caitya, view from NW; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-009_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
77f25743-c472-4ceb-856e-70ea8180048a,4c4a6b1b-d23d-42a5-a092-2e5b963f9f29,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Ratnasambhava shrine attached to the southern side of the Caitya, view from S; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-005_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
bc271104-e0da-45c4-8a69-bcc9c7004c4b,a0c60f2e-2237-49c8-9bba-0e8b2cb0f8ca,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, <em>cakra </em>shrine attached to the south-eastern side of the Caitya, view from SE; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-004_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
6df71ab7-d0cd-47bf-b1fb-45aabcee1477,e4987b2d-17c7-43ce-a93d-45d01b32c56b,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,,"<p>Tukaṃ Bāhāḥ Caitya, Viśvavajra shrine attached to the south-eastern side&nbsp;of the Caitya, view from SE; photo by Yogesh Budathoki; 2021-08-07</p>
",/files/uploadedfiles/KAT0820-003_P_20210807_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
6ca1a610-1e93-4eba-a45d-28c850a47f71,0337745d-4039-4f19-b27d-2af52d5aa78c,02509f50-336d-423f-ac40-60dffc2d905c,,"<p><big><small>Bhindyaḥ Bāhāḥ, detail of stone statue of Akṣobhya in the sanctum, view from W; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",/files/uploadedfiles/LAL1880-001_P_20200804_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
b5809c3a-fe25-4afd-955f-12683ff5876a,af41718b-653e-404a-927e-4863278866d7,02509f50-336d-423f-ac40-60dffc2d905c,,"<p><big><small>Bhindyaḥ Bāhāḥ, stone statue of Mahākāla on the niche, view from S; photo by Yogesh Budathoki; 2020-08-04</small></big></p>
",/files/uploadedfiles/LAL1880-004_P_20200804_01.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
308d1c2a-c665-45bd-9b80-228b9b176c92,981c7e62-ee6e-48c9-93ba-aea3e84b7822,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,,"<p>Nārāyaṇa Mandira at Kulimā, Gaṇeśa shrine, sanctum, view from S (December 2018)</p>
",/files/uploadedfiles/LAL1420-004_P_20181206_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
50277536-af39-49b9-8fcf-7332083c9c88,1fbb2902-279b-4c32-a6cd-bf3475ebf230,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,,"<p>Nārāyaṇa Mandira, stone statues of Sītārāma in the sanctum, view from N (December 2018)</p>
",/files/uploadedfiles/LAL1420-003_P_20181206_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
61f17524-4895-4d79-acd4-161febd00aa5,de6869c6-b607-40c8-ad77-30e5d76220e0,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,,"<p>Nārāyaṇa Mandira at Kulimā, Sarasvatī shrine, view from W</p>
",/files/uploadedfiles/LAL1420-002_P_20181206_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
7fb41dc3-7825-4ab7-b063-d658b5417bfa,273c1b29-7b49-4e98-b7a4-49dec98e5362,0426294d-ffe2-4142-b167-1e17296e6a21,,"<p>Hariśaṅkara Mandira, water spout at the northern side of the Mandira, view from NW; photo by Yogesh Budathoki; 2021-09-08</p>
",/files/uploadedfiles/BKT0061-004_P_20210908_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
ad1f41ad-21b5-4a52-a74c-b32196699bf2,5f820295-39c3-45b8-b8ff-79ad1ad98549,0426294d-ffe2-4142-b167-1e17296e6a21,,"<p>Hariśaṅkara Mandira, lion at the northern side of the staircase, view from NE; photo by Yogesh Budathoki; 2021-09-08</p>
",/files/uploadedfiles/BKT0061-003_P_20210908_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
ebcac141-4d76-4edb-b35b-1c393c6160d8,9ddd29d9-c62c-4bd4-bb3b-89afe565f5ff,0426294d-ffe2-4142-b167-1e17296e6a21,,"<p>Hariśaṅkara Mandira, lion at the southern side of the staircase, view from SE; photo by Yogesh Budathoki; 2021-09-08</p>
",/files/uploadedfiles/BKT0061-002_P_20210908_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
7b336e06-10b8-4afa-b144-3e7a359b31e7,440057c6-68fe-49ba-893a-af1598eab7f2,0426294d-ffe2-4142-b167-1e17296e6a21,,"<p>Hariśaṅkara Mandira, wide view of sanctum with statue of Hariśaṅkara, view from E; photo by Yogesh Budathoki; 2021-09-08</p>
",/files/uploadedfiles/BKT0061-001_P_20210908_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
9cb68045-13de-43a4-ae68-0510b4f89450,e8e75d00-95e6-4633-9b19-afec9a4932c3,049dc399-08e2-47c4-85b9-e66851694e69,,"<p>Vasu Bāhāḥ, upper part of the additional Akṣobhya statue placed right behind the main Akṣobhya statue in the sanctum, view from N; photo by Yogesh Budathoki; 2020-11-06</p>
",/files/uploadedfiles/LAL2400-001_P_20201106_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
0f801f37-f933-41b5-ae8d-9532001764dd,e1939444-8b0d-4a6c-b4ce-06a07d9de8e6,049dc399-08e2-47c4-85b9-e66851694e69,,"<p>Vasu Bāhāḥ, statue of Manjuśrī on the northern side wall of Amitābha Mandira, view from N; photo by Yogesh Budathoki; 2020-11-06</p>
",/files/uploadedfiles/LAL2400-003_P_20201106_03.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
3c17f7ba-a565-4871-8197-aa2585823116,e1939444-8b0d-4a6c-b4ce-06a07d9de8e6,049dc399-08e2-47c4-85b9-e66851694e69,,"<p>Vasu Bāhāḥ, statue of Amitābha on the southern side wall of Amitābha Mandira, view from S; photo by Yogesh Budathoki; 2020-11-06</p>
",/files/uploadedfiles/LAL2400-003_P_20201106_04.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
6eb6a0e8-db2e-4663-92ac-75064e3202eb,e1939444-8b0d-4a6c-b4ce-06a07d9de8e6,049dc399-08e2-47c4-85b9-e66851694e69,,"<p>Vasu Bāhāḥ, statues of Amitābha on the southern side wall of Amitābha Mandira, view from S; photo by Yogesh Budathoki; 2020-11-06</p>
",/files/uploadedfiles/LAL2400-003_P_20201106_05s.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
49b66704-6ed1-4204-8b89-8b6f54c48fe4,e1939444-8b0d-4a6c-b4ce-06a07d9de8e6,049dc399-08e2-47c4-85b9-e66851694e69,,"<p>Vasu Bāhāḥ, statue of Amitābha in the sanctum of Amitābha Mandira, view from W; photo by Yogesh Budathoki; 2020-11-06</p>
",/files/uploadedfiles/LAL2400-003_P_20201106_02.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
c662fa6d-d7ca-4bff-8083-98df52c9b8cd,d3bc7bba-c867-4ad5-9b45-bab2f6c203f0,04e62546-0b04-41d7-9651-12189c45e5c6,,"<p>Saṅkaṭā Ilānani, Pāḥtāḥkhvalā, topdown view; photo by Rishi Amatya; 2020-08-01</p>
",/files/uploadedfiles/LAL1090_P_20200801_04.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
890e15fa-4957-4ee2-993a-dfc3a9406d49,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, Akṣayamati and Samantabhadra, view from NE (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_19.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
6d2183ff-edf3-454d-8a68-8360c1bfd9c1,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, Pāṇḍurā Tārā, Śrīvajragarbha and Sāgaramati, view from SW (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_08.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
5d42e1ae-033e-4d74-a93a-377f61cb3ab9,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, detail of <em>ilā̃</em>, view from E (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_23.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
c67a6d67-8c48-44fc-a8b5-5a888d85db7b,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, view from NW (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_22.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
ad72805f-0d83-4134-90ad-f5e7e98fc94b,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, view from SE (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_21.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
c7964b1e-d6e8-4a67-8658-78b09fe9dd70,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, Locanā Tārā, Sarvaṇīvaraṇavi and Sarvaśokatamaṇirghāṭanamati, view from NE (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_18.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
fc9ee34f-40d2-470d-8e1a-cc791b6f5f1c,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, view from N (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_16.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
ea403553-c883-46ca-b993-5862664ae58e,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, Tārā, Jālibanīpuabha and Candraprabha, view from NW (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_13.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
14da3697-0fb1-4895-b593-8f428ec83e0e,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, Amitābha, view from W (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_12.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
d6e1fd0a-8dde-44c5-a6e2-272bc7949413,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, view from W (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_11.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
538ca344-b3f4-4e90-b019-1262751913d3,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, Mālādevī, view from SW (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_10.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
ceb0ee5b-449a-454d-ba23-3e177865bb93,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, Mahāsāmaprāptā and Avalokiteśvara, view from SW (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_09.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
1f55c498-5908-48f1-9c0d-50a1f620d389,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, Ratnasambhava, view from S (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_07.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
5f90e853-d865-496a-8f0c-0adbd95e1d35,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, Gītādevī, view from NW (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_15.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
339db29c-c5ad-4554-939a-a06f03be49df,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, Pratibhāṇakuta and Aviprabha, view from NW (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_14.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
d93d567d-55ba-427b-a928-82c4a016a9de,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, Nṛtyādevī, view from NE (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_20.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
d32e162a-0bb8-4af9-89cd-23f0fbc40ffa,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,,"<p>Micchu Bāhāḥ, Durgatipariśodhana Caitya, Amoghasiddhi, view from N (August 2019)</p>
",/files/uploadedfiles/LAL1100-002_P_20190822_17.jpg,0,,ac471808-b1d6-11e9-bc47-0242ac140004
