tileid,parenttile_id,resourceinstance_id,editor,sortorder,provisionaledits,nodegroup_id
07fb575d-2ed2-432d-ae45-4454577f191d,None,054498ec-d633-11e9-beea-0242ac140006,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data: Bijay Basukala, Shekhar Dongol, Niels Gutschow</p>

<p>Historical events, inscriptions: Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
19343311-e3c0-4a54-bbcc-1976e5590a18,None,05e2a35c-e8d5-11e9-8bc4-0242ac130002,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data: Bibek Basukala, Bijay Basukala, Niels Gutschow, Padma Sundar Maharjan</p>

<p>Historical events, inscriptions: Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
301bf054-4747-4b89-a29a-6f3e2f6917a7,None,0687a32c-e7e8-11e9-8bc4-0242ac130002,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Anil Basukala</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Niels Gutschow</p>

<p>Historical events, inscriptions: Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
c2c74089-f43f-4866-872e-c7f7b6d409be,None,068cb560-e748-11e9-b125-0242ac130002,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Nashib Kafle</p>

<p>Drawings and architectural data: Bijay Basukala, Niels Gutschow, Padma Sundar Maharjan</p>

<p>Historical events, inscriptions: Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
5fba520e-3b91-4aca-902d-c0dd847cfeaf,None,06a4360c-e5ec-11e9-b125-0242ac130002,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Bijay Basukala; Christiane Brosius</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Niels Gutschow, Nhucchẽ Kapur Maharjan</p>

<p>Historical events, inscriptions: Axel Michaels, Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
13619b41-d5c8-4127-b1b9-b190548406a7,None,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Rishi Amatya</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Niels Gutschow</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Ravi Shakya</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
f0a2bf82-0749-418d-9e2c-ba3b3781ad79,None,0706813a-e81d-11e9-8bc4-0242ac130002,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Bijay Basukala</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Niels Gutschow</p>

<p>Historical events, inscriptions: Ravi Shakya, Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
eae27f7e-ad0d-4a11-aaaf-d932247bbfd6,None,0826cd5e-f3e4-11e9-a3c8-0242ac130002,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data: Bijay Basukala, Bibek Basukala, Shekhar Dongol, Niels Gutschow</p>

<p>Historical events, inscriptions: Ramhari Timalsina</p>",0,,66fd8866-ce1b-11e9-b993-0242ac140002
8f312a80-fd2c-4d42-8c5c-712ad3acde5f,None,08473132-9181-44fe-8412-4d89e5dd27e4,"<p>Editor: David C. Andolfatto</p>

<p>Descriptions, iconography, social and religious activities:&nbsp;David C. Andolfatto</p>

<p>Photography after 2015:&nbsp;David C. Andolfatto</p>

<p>Drawings and architectural data:&nbsp;David C. Andolfatto</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
3c30092b-5a96-4fca-8bb0-193fc0d8e20d,None,09670bee-ec13-11e9-b125-0242ac130002,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Nashib Kafle</p>

<p>Drawings and architectural data: Bibek Basukala, Bijay Basukala, Niels Gutschow, Padma Sundar Maharjan</p>

<p>Historical events, inscriptions: Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
4976aee1-231c-4be8-b227-04b98c314696,None,099d312a-d5a9-40b1-9144-91b28545912d,"<p>Editor: David C. Andolfatto</p>

<p>Descriptions, iconography, social and religious activities:&nbsp;David C. Andolfatto</p>

<p>Photography after 2015:&nbsp;David C. Andolfatto</p>

<p>Drawings and architectural data:&nbsp;</p>

<p>Historical events, inscriptions:&nbsp;</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
d81ee79e-dc87-49f8-866d-7804b82642b2,None,09adaf39-4932-4356-b6d1-3cce3af16e82,"<p>Editor: David C. Andolfatto</p>

<p>Descriptions, iconography, social and religious activities:&nbsp;David C. Andolfatto</p>

<p>Drawings and architectural data:&nbsp;David C. Andolfatto</p>

<p>Historical events, inscriptions:&nbsp;David C. Andolfatto</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
34396406-5f1d-497b-b0ba-397037ea90a3,None,09cff614-e084-49eb-9fd7-7e4eb20cd37d,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Pankaj Nakarmi</p>

<p>Photography after 2015: Pankaj Nakarmi</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Lumanti Support Group for Shelter</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Pankaj Nakarmi</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
33dae7e6-57c1-44fd-8de5-22b1344c0136,None,0a5850e6-17f9-11ea-b9b1-0242ac130002,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Thomas Schrom</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Danish Architect Student Group</p>

<p>Historical events, inscriptions: Axel Michaels, Rajan Khatiwoda, Bharat Maharjan, Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
582907f8-e6be-4a25-9621-cd0ac032f2be,None,0aa65aef-7a50-4942-9e17-f6e077dbb14a,"<p>Editor: David C. Andolfatto</p>

<p>Descriptions, iconography, social and religious activities:&nbsp;David C. Andolfatto</p>

<p>Photography after 2015:&nbsp;</p>

<p>Drawings and architectural data:&nbsp;David C. Andolfatto</p>

<p>Historical events, inscriptions:</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
0b2d9408-0198-483d-8498-d7f1eee21bd5,None,0b26d633-56f8-4872-859c-76d7f7c0677d,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data: Anil Basukala, Bibek Basukala, Bijay Basukala, Niels Gutschow</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Ravi Shakya</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
dc5415f8-d218-40b0-9678-e4b4b7293432,None,0b6871b6-44e1-45f4-9074-005d6e68a28e,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Reinhard Herdick</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Bharat Maharjan</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
38f53157-0152-4974-a49b-9846dd0282ca,None,0b875a50-e754-11e9-b125-0242ac130002,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Nashib Kafle</p>

<p>Drawings and architectural data: Bibek Basukala, Bijay Basukala, Niels Gutschow, Padma Sundar Maharjan</p>

<p>Historical events, inscriptions: Axel Michaels, Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
7b3dc4fd-7b47-4d37-a984-43025cc76875,None,0bb01539-043b-4538-a59f-132ef7bd578d,"<p>Editor: David C. Andolfatto</p>

<p>Descriptions, iconography, social and religious activities:&nbsp;David C. Andolfatto</p>

<p>Photography after 2015:&nbsp;David C. Andolfatto</p>

<p>Drawings and architectural data:&nbsp;David C. Andolfatto</p>

<p>Historical events, inscriptions:&nbsp;</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
2e84b76e-a95c-4765-938a-5b88bbca0951,None,0be328fe-020b-11ea-a389-0242ac130002,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Christiane Brosius, Ravi Shakya</p>

<p>Photography after 2015: Christiane Brosius</p>

<p>Drawings and architectural data: Padma Sundar Maharjan, Bijay Basukala</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Ravi Shakya, Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
6f9eefbb-a606-4d20-9d2e-ad555e27f0da,None,0c6b269c-e676-11e9-8bc4-0242ac130002,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Anil Basukala</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Niels Gutschow, Sushil Rajbhandari, Thomas Schrom</p>

<p>Historical events, inscriptions: Bharat Maharjan, Rajan Khatiwoda</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
ab8b0af0-198a-4e1a-bd75-2921bc17c2a2,None,0cb251ee-3005-42d3-bc37-fe6cfbb30747,"<p>Editor: Rajan Khatiwoda</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Reinhard Herdick</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Bharat Maharjan</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
0ddb0a0f-6688-46a9-b2af-d1781c62621d,None,0cbfabb8-e699-11e9-b125-0242ac130002,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Nashib Kafle</p>

<p>Drawings and architectural data: Niels Gutschow, Bijay Basukala, Padma Sundar Maharjan</p>

<p>Historical events, inscriptions: Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
24057d9e-a18b-4f6c-9988-fbdef05ffb91,None,0d3c9626-fa37-11e9-8649-0242ac130002,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Nashib Kafle</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Niels Gutschow</p>

<p>Historical events, inscriptions: Bharat Maharjan, Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
c8e9576d-c33c-46f7-8e78-fadc9bf54112,None,0d480c66-3e6d-11ea-b44d-0242ac130006,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Niels Gutschow</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Ravi Shakya, Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
63a32fbb-ea38-4ec3-838b-18c4fc6892f5,None,0d6f474f-c0fe-456c-8b09-c85c8f15ed9f,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Thomas Schrom</p>

<p>Drawings and architectural data: Thomas Schrom</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Bharat Maharjan</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
247a98f4-00c8-45ce-9f68-7ff0f60b2123,None,0fb3ffc0-395f-42e9-bece-bba42a1c530b,"<p>Editor: Rajan Khatiwoda and Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Rishi Amatya</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Niels Gutschow</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Ravi Shakya</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
fbedc61e-b9a4-4cb4-8cc5-67a267c37806,None,109ab54a-e9a3-11e9-8bc4-0242ac130002,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Bijay Basukala</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Niels Gutschow</p>

<p>Historical events, inscriptions: Axel Michaels, Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
a6c11bba-58cd-470a-ab09-a39d53f66fe0,None,10afc076-5274-4ad9-9023-94b8c25893aa,"<p>Editor: Rajan Khatiwoda</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Sabrina Dangol</p>

<p>Drawings and architectural data: Anil Basukala, Bibek Basukala</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Ravi Shakya</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
c78cb004-603b-4167-9224-4aa64372e169,None,1165bb2e-eb1e-11e9-8bc4-0242ac130002,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Thomas Schrom</p>

<p>Drawings and architectural data: Thomas Schrom</p>

<p>Historical events, inscriptions: Rajan Khatiwoda</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
d6e8bddd-1fd8-4341-add9-4ab809cedf66,None,1176053e-eb54-11e9-8bc4-0242ac130002,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan, Nutan Sharma</p>

<p>Photography after 2015: Christiane Brosius, Anil Basukala,&nbsp;Nutan Sharma</p>

<p>Drawings and architectural data: Bijaya Basukala, Anil Basukala, Niels Gutschow</p>

<p>Historical events, inscriptions: Bharat Maharjan, Nutan Sharma, Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
90168210-6fff-4f90-850a-59e37a7bef45,None,1279d314-220a-4acb-9622-67d050fc75db,"<p>Editor: David C. Andolfatto</p>

<p>Descriptions, iconography, social and religious activities:&nbsp;David C. Andolfatto</p>

<p>Drawings and architectural data:&nbsp;David C. Andolfatto</p>

<p>Historical events, inscriptions:&nbsp;David C. Andolfatto</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
0f8072db-ce28-4bcc-b265-2b3a96084586,None,12c555ec-ea9c-11e9-8bc4-0242ac130002,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Thomas Schrom</p>

<p>Drawings and architectural data: Thomas Schrom</p>

<p>Historical events, inscriptions: Axel Michaels</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
08c578f1-fcac-434f-9936-10ec6e85e3f6,None,12d828f2-e4f7-11e9-8bc4-0242ac130002,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Nashib Kafle</p>

<p>Drawings and architectural data: Bibek Basukala, Bijay Basukala, Niels Gutschow, Padma Sundar Maharjan</p>

<p>Historical events, inscriptions: Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
01ddf823-b9aa-477f-a7c5-3e6632d880d5,None,12e25456-4bce-11ea-91df-0242ac130006,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Nashib Kafle</p>

<p>Drawings and architectural data: Padma Sundar Maharjan</p>

<p>Historical events, inscriptions: Axel Michaels, Ravi Shakya, Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
5b1597ab-f266-445b-a435-191b747994e7,None,12f3faf5-d915-4a52-a73d-f19bd71e411a,"<p>Editor: Rajan Khatiwoda</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan, Rishi Amatya</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala</p>

<p>Historical events, inscriptions: Bharat Maharjan, Rajan Khatiwoda</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
8811c9d4-b643-41ba-8cd9-76d692275ad1,None,138e0452-8e6c-4b68-8410-b5263da353a8,"<p>Editor: David C. Andolfatto</p>

<p>Descriptions, iconography, social and religious activities:&nbsp;David C. Andolfatto</p>

<p>Photography after 2015:&nbsp;David C. Andolfatto</p>

<p>Drawings and architectural data:&nbsp;David C. Andolfatto</p>

<p>Historical events, inscriptions:&nbsp;David C. Andolfatto</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
aa342e47-8713-479b-af38-77d0ebcd6d64,None,1394f154-e70c-4fba-94b6-ef62156047ab,"<p>Editor: Rajan Khatiwoda</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data:</p>

<p>Historical events, inscriptions: Rishi Amatya, Rajan Khatiwoda, Bharat Maharjan</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
c708e934-1cb5-4fdc-919c-11218a6dc8c7,None,13b0e238-70ba-11ea-b99f-0242ac130006,"<p>Editor: Rajan Khatiwoda</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data: Bijay Basukala, Lalitpur Metropolitan city and DOA</p>

<p>Historical events, inscriptions: Ravi Shakya, Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
5d63d890-1357-4235-97ab-bb324f389a41,None,13b406e0-8594-4cf7-8592-4e7d82bb4ce6,"<p>Editor: Rajan Khatiwoda</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data: Anil Basukala, Bibek Basukala, Reinhard Herdick</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Bharat Maharjan</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
65255867-13a7-46ea-bcaf-13686dc1201e,None,1414a11c-d6a1-46df-9667-8793239be9dd,"<p>Editor: David C. Andolfatto</p>

<p>Descriptions, iconography, social and religious activities:&nbsp;David C. Andolfatto</p>

<p>Photography after 2015:&nbsp;David C. Andolfatto</p>

<p>Drawings and architectural data:&nbsp;David C. Andolfatto</p>

<p>Historical events, inscriptions:</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
d71fdd70-ce86-46d3-b397-34276e3aacb2,None,141efef8-74ca-11ea-b4b6-0242ac130006,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Thomas Schrom</p>

<p>Drawings and architectural data: Bijay Basukala, Niels Gutschow, Thomas Schrom</p>

<p>Historical events, inscriptions: Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
f3479da0-74f2-4df0-b09b-e3153a08c091,None,143332de-342b-4f52-92ac-dd1b5accd1ea,"<p>Editor: David C. Andolfatto</p>

<p>Descriptions, iconography, social and religious activities:&nbsp;David C. Andolfatto</p>

<p>Drawings and architectural data:&nbsp;David C. Andolfatto</p>

<p>Historical events, inscriptions:&nbsp;David C. Andolfatto</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
2f798b9e-b202-4023-9c19-6d9cea2ebd84,None,143b3eaf-9561-4dbe-8f57-5b84756b8865,"<p>Editor: Rajan Khatiwoda</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Thomas Schrom</p>

<p>Drawings and architectural data: Bijay Basukala, Niels Gutschow, Sushil Rajbhandari, Thomas Schrom</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Bharat Maharjan</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
90b00876-db91-4b84-9fa0-bf0fe0a1e8a7,None,147f9da8-5a54-438d-b51e-1d473f23b374,"<p>Editor: Rajan Khatiwoda</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015:</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Niels Gutschow, Surendra Joshi</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Ravi Shakya</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
db4596f8-42b5-482a-a7e5-2c27583bbacf,None,14b65b9e-1869-4c2a-b0d4-d013efe48da0,"<p>Editor: Christiane Brosius</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Sabrina Dangol</p>

<p>Drawings and architectural data: Bibek Basukala, Bijay Basukala, Niels Gutschow</p>

<p>Historical events, inscriptions: Rajan Khatiwoda, Ravi Shakya</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
ba717d9f-2817-4d67-a66d-15a91f377129,None,14cbeef4-f646-11e9-a3c8-0242ac130002,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Ravi Shakya</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data: Bijay Basukala, Shekhar Dongol, Niels Gutschow</p>

<p>Historical events, inscriptions: Axel Michaels, Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
f22fc25a-6e87-492a-8d26-0defca225d9c,None,15217304-e6a8-11e9-b125-0242ac130002,"<p>Editor: Axel Michaels</p>

<p>Descriptions, iconography, social and religious activities: Bharat Maharjan</p>

<p>Photography after 2015: Yogesh Budathoki</p>

<p>Drawings and architectural data: Anil Basukala, Bijay Basukala, Niels Gutschow, Sushil Rajbhandari, Thomas Schrom</p>

<p>Historical events, inscriptions: Ramhari Timalsina</p>
",0,,66fd8866-ce1b-11e9-b993-0242ac140002
